id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
3196,Blow Your House Down,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",3:30,"October 31 , 2011"
3197,SalomÌ ©,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:31,"October 31 , 2011"
3198,Even Better Than The Real Thing ( Single Version ),U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",3:40,"October 31 , 2011"
3199,Satellite Of Love,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:00,"October 31 , 2011"
3200,Who 's Gon na Ride Your Wild Horses ( Temple Bar Remix ),U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:48,"October 31 , 2011"
3201,Paint It Black,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",3:20,"October 31 , 2011"
3202,Even Better Than The Real Thing ( Fish Out Of Water Remix ),U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:09,"October 31 , 2011"
3203,Mysterious Ways ( The Perfecto Mix ),U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",7:05,"October 31 , 2011"
3204,Night And Day ( Steel String Remix ),U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",6:57,"October 31 , 2011"
3205,The Lounge Fly Mix,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",6:27,"October 31 , 2011"
3206,Fortunate Son,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",2:39,"October 31 , 2011"
3207,Alex Descends Into Hell For A Bottle Of Milk / Korova 1,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",3:37,"October 31 , 2011"
3208,Where Did It All Go Wrong ?,U2,Achtung Baby ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",3:56,"October 31 , 2011"
3209,Zoo Station,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:36,"October 31 , 2011"
3210,Even Better Than The Real Thing,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",3:41,"October 31 , 2011"
3211,One,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:36,"October 31 , 2011"
3212,Until The End Of The World,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:38,"October 31 , 2011"
3213,Who 's Gon na Ride Your Wild Horses,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",5:16,"October 31 , 2011"
3214,So Cruel,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",5:49,"October 31 , 2011"
3215,The Fly,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:29,"October 31 , 2011"
3216,Mysterious Ways,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:03,"October 31 , 2011"
3217,Tryin ' To Throw Your Arms Around The World,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",3:52,"October 31 , 2011"
3218,Ultra Violet ( Light My Way ),U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",5:30,"October 31 , 2011"
3219,Acrobat,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:30,"October 31 , 2011"
3220,Love Is Blindness,U2,Achtung Baby,Rock,$ 1.29,"( C ) 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK , Interscope Records in the US and Universal Music Group for the rest of the world",4:23,"October 31 , 2011"
3221,Lavender Road,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,4:03,"October 26 , 2010"
3222,Jardin Du Luxembourg,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,2:34,"October 26 , 2010"
3223,Candy Necklace,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,4:20,"October 26 , 2010"
3224,Shroedinger 's Cat,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,2:50,"October 26 , 2010"
3225,Rainbows In Gasoline,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,3:49,"October 26 , 2010"
3226,"Dark Matter , White Noise",The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,5:18,"October 26 , 2010"
3227,Robot Boy,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,4:24,"October 26 , 2010"
3228,The World Was Made For Men,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,3:33,"October 26 , 2010"
3229,Song For James,The Ghost Of A Saber Tooth Tiger,Acoustic Sessions,Alternative Rock,$ 0.99,2010 Chimera Music,4:51,"October 26 , 2010"
3230,To Me,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",3:17,"July 15 , 1997"
3231,Write Your Name ( Across My Heart ),Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",3:31,"July 15 , 1997"
3232,The Only Way I Know,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",4:00,"July 15 , 1997"
3233,Have A Little Faith In Me,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",3:59,"July 15 , 1997"
3234,Sing Me Your Love Song,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",4:16,"July 15 , 1997"
3235,As God Is My Witness,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",3:38,"July 15 , 1997"
3236,You 're Not Asking Much,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",4:25,"July 15 , 1997"
3237,Only Once In A Lifetime,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",3:27,"July 15 , 1997"
3238,Find A Little Grace,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",4:41,"July 15 , 1997"
3239,See Me Through,Kenny Rogers,Across My Heart,Country,$ 1.29,"Curb Records , Inc.",3:30,"July 15 , 1997"
3240,Action Of Grace,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,2:54,"June 22 , 1999"
3241,Bush Priestess,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,2:47,"June 22 , 1999"
3242,Yenvalou Suite,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,12:28,"June 22 , 1999"
3243,Zepaule Refrain,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,6:22,"June 22 , 1999"
3244,Djumba,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,3:23,"June 22 , 1999"
3245,Nago,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,4:34,"June 22 , 1999"
3246,Maiis,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,4:20,"June 22 , 1999"
3247,Ibo,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,4:11,"June 22 , 1999"
3248,Congo,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,3:59,"June 22 , 1999"
3249,Yenvalou Ghede,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,4:21,"June 22 , 1999"
3250,Banda,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,3:57,"June 22 , 1999"
3251,Petro,Bonnie Devlin,Action Of Grace : The Soul Of Urban Vodou,International,$ 0.99,1999 Lyrichord Discs Inc.,5:19,"June 22 , 1999"
3252,Acton Dread,Rusko,Acton Dread,"Dance & Electronic , Dubstep",$ 0.99,2007 Dub Police Records,4:34,"June 18 , 2007"
3253,Cockney Flute ( Rusko Remix ),Rusko,Acton Dread,"Dance & Electronic , Dubstep",$ 0.99,2007 Dub Police Records,4:28,"June 18 , 2007"
3254,Main Titles,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:44,"October 7 , 2014"
3255,Happy Family,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:05,"October 7 , 2014"
3256,Round Three,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:19,"October 7 , 2014"
3257,The Museum,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:25,"October 7 , 2014"
3258,I Think That 's My Favorite,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:18,"October 7 , 2014"
3259,Did We Have Plans ?,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:44,"October 7 , 2014"
3260,I 'll Make It Up To You,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:48,"October 7 , 2014"
3261,A Terrible Path,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:10,"October 7 , 2014"
3262,I Want To Paint You,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",2:35,"October 7 , 2014"
3263,Scrubbing Clean,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:04,"October 7 , 2014"
3264,I Ca n't Do This,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:14,"October 7 , 2014"
3265,Warehouse,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",0:55,"October 7 , 2014"
3266,I Ca n't Help It,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:47,"October 7 , 2014"
3267,Painting Zoe,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",0:56,"October 7 , 2014"
3268,Other Women,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",3:54,"October 7 , 2014"
3269,I Think We Should Talk,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:12,"October 7 , 2014"
3270,Take A Walk,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:10,"October 7 , 2014"
3271,Unveiling,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:54,"October 7 , 2014"
3272,A New Client,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:02,"October 7 , 2014"
3273,Special Delivery,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:13,"October 7 , 2014"
3274,You 're Not Leaving Me,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",3:50,"October 7 , 2014"
3275,Jason Knows,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",2:34,"October 7 , 2014"
3276,Welcome Home,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:53,"October 7 , 2014"
3277,Brochure,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",1:03,"October 7 , 2014"
3278,Our Love Is Forever,Aaron Zigman,Addicted ( Original Motion Picture Soundtrack ) [ + digital booklet ],Soundtracks,$ 1.29,"( C ) 2014 Lions Gate Entertainment , Inc.",3:43,"October 7 , 2014"
3279,Addicted 2 the Bass ( Refix Radio Edit ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,3:15,"May 7 , 2013"
3280,Addicted 2 the Bass ( Refix Club Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,6:18,"May 7 , 2013"
3281,Addicted 2 the Bass ( Lazy Rich Club Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:37,"May 7 , 2013"
3282,Addicted 2 the Bass ( Sunship Club Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:52,"May 7 , 2013"
3283,Addicted 2 the Bass ( Nick Thayer Remix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:12,"May 7 , 2013"
3284,Addicted 2 the Bass ( Timothy Allen & Loverush UK Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,6:22,"May 7 , 2013"
3285,Addicted 2 the Bass ( Notches Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:04,"May 7 , 2013"
3286,Addicted 2 the Bass ( Mark Krupp Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:31,"May 7 , 2013"
3287,Addicted 2 the Bass ( Hi Def Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,6:22,"May 7 , 2013"
3288,Addicted 2 the Bass ( Howe & Buzztech Mix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,7:08,"May 7 , 2013"
3289,Addicted 2 the Bass ( Big Ang Bassline Remix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:41,"May 7 , 2013"
3290,Addicted 2 the Bass ( Skunkshaft Remix ),Wideboys,Addicted 2 the Bass ( The Refix ),Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,4:30,"May 7 , 2013"
3291,Addicted 2 the Bass ( Original Radio Edit ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,3:12,"May 7 , 2013"
3292,Addicted 2 the Bass ( Original Club Mix ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:30,"May 7 , 2013"
3293,Addicted 2 the Bass ( Tantrum Desire Drum & Bass Mix ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:09,"May 7 , 2013"
3294,Addicted 2 the Bass ( Karbonite Dubstep Mix ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,3:02,"May 7 , 2013"
3295,Addicted 2 the Bass ( Stadium 's House Mix ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,4:59,"May 7 , 2013"
3296,Addicted 2 the Bass ( Project Bassline 140bpm Mix ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:12,"May 7 , 2013"
3297,Addicted 2 the Bass ( DJ Q 's Ukg Mix ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,5:05,"May 7 , 2013"
3298,Addicted 2 the Bass ( Wideboys Ukg Mix ),Wideboys,Addicted 2 the Bass,Dance & Electronic,$ 0.99,( C ) 2013 Radikal Records,3:51,"May 7 , 2013"
3299,Beautiful Things ( Extended Mix ),Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,7:12,"January 9 , 2015"
3300,This Way to a Dream,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:05,"January 9 , 2015"
3301,New Horizon,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:18,"January 9 , 2015"
3302,Take It,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:45,"January 9 , 2015"
3303,Lazy Jazz,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:36,"January 9 , 2015"
3304,Say My Name ( Marga Sol 's Chill Mix ),Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:42,"January 9 , 2015"
3305,The Peacock Song,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:37,"January 9 , 2015"
3306,Neiva,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,7:17,"January 9 , 2015"
3307,Streetwork,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:00,"January 9 , 2015"
3308,Asi Es ( feat . Ines ),Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:22,"January 9 , 2015"
3309,Poison & Passion ( Tim Angrave Sensual Remix ),Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,6:37,"January 9 , 2015"
3310,People Walking,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:54,"January 9 , 2015"
3311,UT,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,5:08,"January 9 , 2015"
3312,So Long,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,5:05,"January 9 , 2015"
3313,Green Lightning,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:22,"January 9 , 2015"
3314,Memories to Share ( Munich Midnight Mix ),Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:29,"January 9 , 2015"
3315,Morning Glory,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:23,"January 9 , 2015"
3316,Ocean Wave ( Soul Avenue 's Lullaby Remix ) ( Soul Avenue 's Lullaby Remix ),Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,5:08,"January 9 , 2015"
3317,Good Evening ( Pier-O Love Mix ),Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:58,"January 9 , 2015"
3318,You Make It Good,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:04,"January 9 , 2015"
3319,Nightflight,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:16,"January 9 , 2015"
3320,Piano Pianoforte,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:45,"January 9 , 2015"
3321,Somewhere in Paradise,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:01,"January 9 , 2015"
3322,My Love for You,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,3:55,"January 9 , 2015"
3323,Shell,Various artists,"Addicted to Chillout - Ibiza , Vol . 1 ( Most Famous Chill & Lounge Tunes )",Dance & Electronic,$ 0.99,Karma Eivissa,4:02,"January 9 , 2015"
3324,Bored,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,4:06,"September 29 , 1995"
3325,Minus Blindfold,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,4:04,"September 29 , 1995"
3326,One Weak,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,4:29,"September 29 , 1995"
3327,Nosebleed,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,4:26,"September 29 , 1995"
3328,Lifter,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,4:43,"September 29 , 1995"
3329,Root,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,3:40,"September 29 , 1995"
3330,7 Words,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,3:43,"September 29 , 1995"
3331,Birthmark,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,4:18,"September 29 , 1995"
3332,Engine No. 9,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,3:24,"September 29 , 1995"
3333,Fireal,Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,6:35,"September 29 , 1995"
3334,First ( Hidden Track ),Deftones,Adrenaline,"Hard Rock & Metal , Rock",$ 1.29,Karma Eivissa,3:35,"September 29 , 1995"
3335,After Dark ( Club Mix ),Style of Eye & Tom Staar,After Dark,"Electronica , Dance & Electronic , House",$ 0.99,( c ) 2013 Wall Recordings / SpinninRecords.com,5:34,"March 11 , 2013"
3336,The History of Man,James Newton Howard,After Earth,Classical,$ 1.29,( c ) 2013 Wall Recordings / SpinninRecords.com,2:23,"May 28 , 2013"
3337,I 'm Not Advancing You,James Newton Howard,After Earth,Classical,$ 1.29,( c ) 2013 Wall Recordings / SpinninRecords.com,1:28,"May 28 , 2013"
