id,title,manufacturer,price
amazon:641,sims 2 nightlife expansion pack,aspyr media,34.99
amazon:642,adobe flash pro cs3 [ mac ],adobe,699.0
amazon:643,40 years of the avengers,git corp,49.99
amazon:644,microspot macdraft pe ( mac ),microspot ltd.,99.95
amazon:645,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99
amazon:646,instant immersion german audio,topics entertainment,
amazon:647,readiris pro 11 corporate edition ( mac ),iris,499.95
amazon:648,internet security barrier x4 antispam edition,intego inc,
amazon:649,mcafee total protection 2007 3 users,mcafee,99.99
amazon:650,symantec gateway security 300 series 10 10224341 ),symantec,349.0
amazon:651,vuvideo anywhere for your ipod,abacus software,29.95
amazon:652,quickverse mac bible study 2007 white box,findex,59.95
amazon:653,3d home architect home design deluxe version 9,encore,29.99
amazon:654,acrobat professional 8 ( windows ),adobe,273.0
amazon:655,art ( dvd ) ( pc & mac ),fogware publishing,29.99
amazon:656,wanted : a wild western adventure,dreamcatcher interactive,29.99
amazon:657,emedia guitar basics,emedia music,
amazon:658,webexpress,ingram micro,69.99
amazon:659,more brain games,csdc,9.99
amazon:660,usa/world extreme landscapes bundle,abacus,39.95
amazon:661,adobe cs3 design standard macosx dvd,adobe,399.0
amazon:662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0
amazon:663,macdrive 7,mediafour corporation,49.95
amazon:664,snap ! hair styler studio,topics entertainment,4.99
amazon:665,photo go,sony-media-software,24.95
amazon:666,riding academy : jump & ride,viva media,19.99
amazon:667,toysight gold for isight : includes 15 games ( mac ),freeverse software,29.99
amazon:668,ford racing 2 ( mac ),feral interactive,19.99
amazon:669,printmaster gold v 17.0,encore software,19.99
amazon:670,gorilla 4 standard,jungle software,299.0
amazon:671,sonic mega collection plus,sega-of-america-inc .,19.99
amazon:672,scholastic brain play : pre-kindergarten 1st grade,topics entertainment,19.99
amazon:673,bryce 6,re : launch,109.95
amazon:674,school zone flash action addition/subtraction ( windows/macintosh ),school zone,12.99
amazon:675,art explosion 600 000 images,nova development,79.99
amazon:676,lightroom 1 mlp retail ue 1u,adobe,299.0
amazon:677,mcsa/mcse self-paced training kit ( exams 70-292 & 70-296 ) upgrading your certi,microsoft,70.0
amazon:678,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99
amazon:679,x-plane deluxe including 7 double layer dvds ( mac ),navarre ( software ),59.95
amazon:680,datapilot cell phone data transfer suite universal,susteen,79.99
amazon:681,hospital tycoon for pc,warner-new-media,29.99
amazon:682,mozy 3.0,simply-put-software-llc,
amazon:683,math advantage 2008,encore,39.99
amazon:684,route 66 route canada ( french ),csdc,
amazon:685,the sims 2 : open for business expansion pack,aspyr media,34.99
amazon:686,lego star wars ( dvd ) ( mac ),aspyr media,29.99
amazon:687,grisoft avg anti-virus & anti-spyware 2 year subscription,grisoft,39.95
amazon:688,phase one capture one le,phase one,
amazon:689,family tree maker version 16 collectors edition,encore software,
amazon:690,sims 2 university expansion pack,aspyr media,34.99
amazon:691,dk amazing animals 1.1,global-software-publishing,9.99
amazon:692,sunset boulevard,yamaha,31.95
amazon:693,kakuro puzzle addict unlimited edition,global-software-publishing,9.99
amazon:694,eovia carrara 5 pro,eovia,
amazon:695,global software smart steps 1st grade windows macintosh ),global software,
amazon:696,wild photo effects ( jewel case ),on-hand-software,9.99
amazon:697,amazing animals with zoofari games ( win/mac ),global software,
amazon:698,morpheus photo animation suite,smith-micro-software-inc .,49.99
amazon:699,scrapbook for windows,abacus,
amazon:700,sims complete,aspyr media,49.99
amazon:701,airline tycoon deluxe,topware interactive,19.99
amazon:702,intellimover transfer your pc deluxe,nova development,69.99
amazon:703,dk exotic animals africa,global-software-publishing,9.99
amazon:704,ilisten with headset microphone 1.7,csdc,
amazon:705,professional home design suite platinum,punch ! software,99.95
amazon:706,world of warcraft expansion : burning crusade,blizzard entertainment,39.99
amazon:707,sudoku puzzle addict,global-software-publishing-north-america-inc,6.99
amazon:708,alliance future combat,strategy first,19.99
amazon:709,dk smart steps 3rd grade,global-software-publishing,9.99
amazon:710,marine aquarium 2.0 ( mac ),encore,19.99
amazon:711,family tree maker 2008 platinum,encore,99.95
amazon:712,spongebob squarepants typing 2008 win/mac,encore software,19.95
amazon:713,call of duty deluxe ( mac ) ( dvd ),aspyr media,39.99
amazon:714,gsp crossword addict,global-software-publishing-north-america-inc,9.99
amazon:715,mike garson jazzical suite,yamaha,34.95
amazon:716,avid liquid pro,avid technology,1942.6
amazon:717,learn to play chess with fritz & chesster 2 ( mac ),viva media,29.99
amazon:718,land before time : kindergarten,brighter-minds-media-inc .,9.99
amazon:719,best of card games ( jewel case ),on-hand-software,9.99
amazon:720,3ds max 9 com new slm,autodesk-m - & - e-box,3495.0
amazon:721,backpack journalist,honest technology,79.99
amazon:722,steinberg nuendo 3 digital audio software,steinberg,2499.0
amazon:723,learn2 training for microsoft excel,topics-entertainment-software - ( consignment ),9.99
amazon:724,simply put software got ta sing windows/macintosh ),simply-put-software,
amazon:725,omniweb 5.0,omni group,29.99
amazon:726,simply put software data eliminator,simply-put-software,
amazon:727,ibm viavoice advanced v. 10,nuance-communications-inc .,
amazon:728,firstedge v 2.0 ( mac ),myob us,99.95
amazon:729,doom 3 ( dvd ) ( mac ),aspyr media,39.99
amazon:730,f/a -18 operation iraqi freedom,graphics-simulations-corporation,39.99
amazon:731,instant immersion italian platinum,topics entertainment,129.99
amazon:732,civilization iv warlords ( mac ),aspyr media,29.99
amazon:733,clickart 1.2 million dvd 2006 by broderbund,encore software,49.99
amazon:734,middle school success essentials,topics entertainment,29.99
amazon:735,adventure workshop preschool ( jewel case ),encore software,29.99
amazon:736,adobe creative suite cs3 production premium upgrade,adobe,799.0
amazon:737,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0
amazon:738,print shop 22 deluxe,encore,49.99
amazon:739,iris readiris pro 11.0 ( mac ),i.r.i.s.,129.95
amazon:740,chessmaster 9000 ( mac ),feral interactive,39.99
amazon:741,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0
amazon:742,star wars empire at war ( intel only macs ),aspyr media,49.99
amazon:743,acrobat pro 8 mac ed 1u cd,adobe-education-box,159.0
amazon:744,mariner calc speadsheet ( mac ),mariner software,59.99
amazon:745,diner dash ( pc & mac ),brighter minds,14.99
amazon:746,marketcircle daylite v3 .0 ( mac ),csdc,149.0
amazon:747,lego star wars ii : the original trilogy for mac,feral interactive,39.99
amazon:748,rollercoaster tycoon 3 : soaked,aspyr media,19.99
amazon:749,retrospect 6.0 desktop mac,dantz,99.99
amazon:750,microspot interiors ( mac ),microspot ltd.,99.95
amazon:751,project x project management software,marware,199.95
amazon:752,age of empires iii,destineer,49.99
amazon:753,microsoft office & windows training professional,topics entertainment,49.95
amazon:754,internet cleanup 3.0,aladdin systems,29.99
amazon:755,micromat protogo,micromat,
amazon:756,44 years of the fantastic four,git corp,49.99
amazon:757,rise of nations : gold ( mac ),macsoft,49.99
amazon:758,circus ponies-notebook 2.0 mac os,csdc,49.95
amazon:759,humorous greeting card factory,nova development,29.99
amazon:760,panda software antivirus & firewall 2008 windows,panda software,
amazon:761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0
amazon:762,i transfer dvds 2 ipod edition ( win/mac ),me-too-software,29.99
amazon:763,station access collection,sony-creative-software,29.99
amazon:764,agatha christie : and then there were none,dreamcatcher interactive,29.99
amazon:765,unreal tournament 2004 dvd-rom ),atari,29.99
amazon:766,brothers in arms : road to hill 30 ( dvd-rom ),ubi soft,19.99
amazon:767,command and conquer generals deluxe dvd-rom ( mac ),aspyr media,59.99
amazon:768,battlefield 1942 : deluxe edition,electronic arts,29.99
amazon:769,power director 3,avanquest-publishing-usa-inc .,79.95
amazon:770,cosmi rom03558 print perfect clip art deluxe,cosmi,
amazon:771,e frontier poser 6 collector 's edition with volume 1 figure pack ( mac ),curious-labs-inc .,279.99
amazon:772,adobe illustrator cs3 [ mac ],adobe,599.0
amazon:773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,
amazon:774,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0
amazon:775,quake 4 ( mac ),aspyr media,39.99
amazon:776,micromat techtool pro 4 ( mac ),micromat,99.99
amazon:777,varmint hunter ( jewel case ),encore,9.99
amazon:778,hoyle casino 2007,encore,19.95
amazon:779,3d home architect landscape v. 8 by encore software,encore software,39.99
amazon:780,hoyle backgammon jc,encore,7.99
amazon:781,microsoft excel 2004 ( mac ),microsoft,229.99
amazon:782,pc hoyle bridge,encore software,9.99
amazon:783,corel dvd moviefactory 6.0,corel,49.99
amazon:784,axis & allies collector 's edition,encore,19.99
amazon:785,jewels of cleopatra,encore software,19.95
amazon:786,jeopardy! deluxe,encore,19.99
amazon:787,hoyle 4-pack 2006,encore software,19.95
amazon:788,hoyle puzzle & board games,encore software,19.95
amazon:789,hoyle mahjongg ( jewel case ),encore,9.99
amazon:790,scrabble champion edition,encore,19.95
amazon:791,hoyle kids ' games jc,encore,9.99
amazon:792,cyberchase adventures : carnival chaos and casablanca quest,brighter-minds-media-inc .,19.99
amazon:793,hoyle south beach solitaire,encore,9.99
amazon:794,monopoly 3,encore,9.99
amazon:795,ca arcserve bkup r11 .5 win client vss software snap-shot - prod only,computer associates,
amazon:796,ulead videostudio 11,corel,89.99
amazon:797,zero-g pro pack for garageband ( appleloops ),zero-g,169.95
amazon:798,hoyle solitaire ( jewel case ),encore,9.99
amazon:799,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36
amazon:800,calendar creator 10,broderbund,29.99
amazon:801,ulead systems dvd workshop 2,ulead systems,494.99
amazon:802,final draft 7/syd field 's screenwriting workshop dvd bundle,final draft,249.99
amazon:803,adobe creative suite cs3 master collection [ mac ],adobe,2499.0
amazon:804,digidesign music production toolkit ( pro tools le ),digidesign,495.0
amazon:805,hoyle texas hold 'em poker ( jewel case ),encore,9.99
amazon:806,chicken hunter : license to grill the great poultry race,encore,9.99
amazon:807,media studio for psp standard editon,encore software,29.99
amazon:808,3d home architect landscape designer v8,encore software,29.99
amazon:809,hoyle : classic collection 2006,encore,19.99
amazon:810,monopoly here & now,encore,19.95
amazon:811,chicken hunter wanted jc,encore,9.99
amazon:812,extensis smartscale 1-user pxe-11433 ),extensis corporation,
amazon:813,notetaker 1.5,aquaminds,69.99
amazon:814,business plan writer deluxe 8.0 2005,nova development,99.99
amazon:815,extensis intellihance pro 4.x win/mac,extensis corporation,199.99
amazon:816,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0
amazon:817,macjournal v4 ( mac ),csdc,39.95
amazon:818,canopus 77010158100 let 's edit,canopus,99.0
amazon:819,mavis beacon 17 standard,encore software,19.95
amazon:820,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,
amazon:821,adventure workshop preschool-1st grade 8th edition,encore,19.99
amazon:822,sharks 2.0 ( pc & mac ),e-b-c-marketing,19.99
amazon:823,microsoft word 2004 upgrade ( mac ),microsoft,109.99
amazon:824,vegas 6 for pc,sony-pictures-home-entertainment,599.99
amazon:825,sony vegas 6,sony-pictures-digital-entertainment,599.95
amazon:826,motu digital performer 5 digital audio software ( mac only ),motu,795.0
amazon:827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99
amazon:828,pinnacle mobile media converter,pinnacle,29.99
amazon:829,avid liquid vs 7 software,avid technology,888.75
amazon:830,acad corel painter x pc/mac,corel,155.22
amazon:831,rainbow fish and the whale ( win/mac ),global-software-publishing,9.99
amazon:832,global software smart steps 2nd grade windows macintosh ),global software,
amazon:833,punch ! viacad 2d/3d,punch ! software,99.0
amazon:834,vegas 7 + dvd/soundforge8bundl,sony media,722.0
amazon:835,handmark oxford american desk dictionary and thesaurus,handmark inc. .,
amazon:836,i love the usa,global-software-publishing,9.99
amazon:837,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0
amazon:838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95
amazon:839,adobe photoshop cs3 extended,adobe,999.0
amazon:840,digital video and audio production book for vegas 7 + dvd,sony-pictures-digital-entertainment,49.35
amazon:841,studio movieboard plus pci hardware,pinnacle,251.55
amazon:842,10 outlet metal split surge,fellowes,
amazon:843,kensington contour pro 17 notebook carrying case ( 62340 ),kensington,89.99
amazon:844,now up-to-date & contact v5 .0 ( mac ),now software,
amazon:845,iplaymusic beginner guitar lessons for the mac and ipod,iplaymusic,49.99
amazon:846,discrete drums : vol .1,sony-media-software,59.95
amazon:847,vpn client software 5 users,d-link systems inc. .,
amazon:848,safekeeper plus,bling software,
amazon:849,hp c7130b color laserjet 5550 500-sheet input tray,hewlett packard,
amazon:850,kensington contour pro xbrace notebook carrying case ( 62236 ),kensington technology group,
amazon:851,punch ! professional home design platinum v10,punch ! software,99.0
amazon:852,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95
amazon:853,onone essentials for adobe photoshop elements,onone software,59.95
amazon:854,bookkeeper 2008,individual software,39.99
amazon:855,micromat podlock ( mac ),micromat,69.0
amazon:856,videostudio 11 plus,corel,
amazon:857,cakewalk sonar home studio 6 xl,cakewalk,209.0
amazon:858,microsoft onenote 2007 upgrade,microsoft,79.95
amazon:859,onone software intellihance pro 4.1,onone software,
amazon:860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0
amazon:861,creating keepsakes scrapbook designer version 2 platinum,riverdeep-learning-company,39.99
amazon:862,cakewalk project5 version 2,cakewalk,259.0
amazon:863,cubase se3 educational edition,steinberg,
amazon:864,vocabulary puzzles grade 1,school zone,14.95
amazon:865,cakewalk sonar home studio 6,cakewalk,139.0
amazon:866,system care professional,avanquest,49.95
amazon:867,punch ! ultimate deck and landscape,punch ! software,29.0
amazon:868,live bingo,imagination-international-corp,
amazon:869,upgrade crystal reports 11 pro french,business objects,479.78
amazon:870,tiny term emulator v4 .3 x,century software,219.63
amazon:871,apple garageband jam pack : rhythm section,apple,99.0
amazon:872,bingo dvd tv game,imagination international,17.99
amazon:873,quickbooks point-of-sale pro with hardware bundle 6.0,intuit,1749.95
amazon:874,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99
amazon:875,century software tinyterm plus v. 4.0 complete product,century software,
amazon:876,adobe soundbooth cs3 [ mac ],adobe,199.0
amazon:877,timbuktu remote control softwre 1 license for mac os,netopia,
amazon:878,poser figure artist,efrontier,99.99
amazon:879,sony sound forge 9 boxed upgrade,sony media,232.05
amazon:880,super granny 3,encore software,19.99
amazon:881,the print shop 22 deluxe sb cs by the print shop,encore software,49.95
amazon:882,marine aquarium + sharks,encore software,9.95
amazon:883,adobe creative suite cs3 production premium,adobe,1699.0
amazon:884,checkmark multiledger,checkmark software,399.0
amazon:885,ipswitch inc ws ftp pro 9 sdk w / ws ftp pro wd-1000-0900 ),ipswitch inc,395.0
amazon:886,123 movies 2 ipod w / av cables umd size,bling,29.99
amazon:887,hoyle bridge club,encore,29.95
amazon:888,microsoft oem 3pk xp home edition sp2 n09-01624 ),microsoft corporation,
amazon:889,scrabble champion edition,encore,19.95
amazon:890,instant immersion japanese deluxe 2.0,topics entertainment,39.99
amazon:891,ilisten ( mac ),macspeech inc.,99.99
amazon:892,adobe premiere pro cs3,adobe,799.0
amazon:893,starship troopers/first to fight bundle,destineer,19.95
amazon:894,art text,belight software,49.95
amazon:895,hoyle card games 2007,encore software,19.99
amazon:896,reel deal slots mystic forest,phantom efx,19.95
amazon:897,adobe creative suite cs3 production premium upsell,adobe,1199.0
amazon:898,risk ii jc,encore,9.99
amazon:899,onone genuine fractals 5 full 1u,onone software,159.95
amazon:900,sims 2 seasons expansion pack,aspyr media,34.99
amazon:901,partition commander 10,avanquest,49.95
amazon:902,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,
amazon:903,mavis beacon teaches typing 17 standard,encore software,19.99
amazon:904,vault360 combo,navarre ( software ),29.95
amazon:905,efrontier anime studio pro ( win/mac ),efrontier,199.99
amazon:906,monopoly here & now,encore,19.95
amazon:907,hoyle card games ( jewel case ),encore software,9.99
amazon:908,gorilla 4 pro,jungle software,399.0
amazon:909,oxford world encyclopedia,tri synergy,19.99
amazon:910,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0
amazon:911,obscure,dreamcatcher interactive,19.99
amazon:912,network now ! pro by encore,encore software,39.99
amazon:913,starry night galaxy explorer ( pc & mac ),imaginova,9.99
amazon:914,hasbro classic collection 2006 ),encore,19.99
amazon:915,allegro 2005,makemusic !,199.99
amazon:916,professor fuji 's sudoku ( jewel case ),encore software,9.99
amazon:917,elementary advantage 2008,encore software,
amazon:918,recam remote monitoring software,mobi-technologies-inc .,129.0
amazon:919,sudoku unlimited + crossword addict 2cd set,global-software-publishing-north-america-inc,19.99
amazon:920,mobi recam camera monitoring and notification software,mobi,119.99
amazon:921,the little mermaid/beauty and the beast,yamaha,34.95
amazon:922,sharks 2.0,encore software,19.95
amazon:923,adobe illustrator cs3 upgrade [ mac ],adobe,199.0
amazon:924,hoyle casino ( 2007 ),encore,19.99
amazon:925,instant play guitar deluxe v2 .,topics entertainment,39.48
amazon:926,pc hoyle jewels : swap & drop it,encore software,9.99
amazon:927,gorilla 4 student,jungle software,199.0
amazon:928,jeopardy,encore,9.99
amazon:929,your desktop post office for pc,stamps.com,14.99
amazon:930,adobe contribute cs3 [ mac ],adobe,149.0
amazon:931,dance 6,digital-leisure-inc .,39.95
amazon:932,registry mechanic 5.x pc system repair,pc tools,29.95
amazon:933,axis & allies ( jewel case ),encore,9.99
amazon:934,panda antivirus 2007,panda software,29.95
amazon:935,corel dvd moviefactory 6.0 plus,corel,79.99
amazon:936,defcon,encore,
amazon:937,symc backup exec sbs std 11d win small business server standard,symantec,811.21
amazon:938,typing instructor deluxe ( jewel case ),individual software,9.99
amazon:939,bias peak pro 5 macintosh ),bias,599.0
amazon:940,freestyle street basketball,sierra online,19.99
amazon:941,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95
amazon:942,my guitar,emedia,29.95
amazon:943,rome total war gold edition,sega-of-america-inc .,19.99
amazon:944,registry mechanic by encore software,encore software,46.52
amazon:945,classification & ecology ( win/mac ) ( jewel case ),fogware publishing,9.99
amazon:946,the print shop 21 deluxe by broderbund,encore software,
amazon:947,britannica deluxe,avanquest software,29.95
amazon:948,creating keepsakes scrapbook platinum v. 3 sb cs by riverdeep,encore software,39.99
amazon:949,leave the lights on ( mac ),aspyr media,9.99
amazon:950,apple logic pro 7.2 upgrade,apple,299.0
amazon:951,microspot macdraft professional ( mac ),microspot ltd.,349.99
amazon:952,nero 7 ultra edition enhanced,nero inc.,99.99
amazon:953,digital vault,stompsoft inc.,29.99
amazon:954,audition 2 win ed ue 1u,adobe-education-box,149.0
amazon:955,turbocad mac 3d for mac,imsi,249.99
amazon:956,apple logic pro 7.2 retail,apple,999.0
amazon:957,peachtree by sage premium accounting 2007 accountants ' edition,sage software,499.99
amazon:958,onone plug-in suite 3 for adobe photoshop,onone software,399.95
amazon:959,stompsoft digital file shredder pro,stompsoft inc.,24.99
amazon:960,make music finale 2008 academic,emedia,350.0
amazon:961,vegas movie studiodvd +8 plat,sony media,129.95
amazon:962,gods & heroes : rome rising,sony-online-entertainment,49.99
amazon:963,synet pc sharing kit ( w/17ft usb ext.cable ),synet-electronics-inc .,
amazon:964,math 2,school zone,9.99
amazon:965,pinnacle mobile media organizer,pinnacle,49.99
amazon:966,gmp data rescue license 24300 ),global-marketing-partners,349.0
amazon:967,mavis beacon teaches typing 16,broderbund,19.99
amazon:968,intervideo windvd 8 gold,intervideo,49.99
amazon:969,talk now ! learn afrikaans beginning level,eurotalk,29.99
amazon:970,computrace lojack for laptops : 3 year subscription,absolute software,99.99
amazon:971,instant immersion ingles audio deluxe,topics entertainment,
amazon:972,i copy dvd 's 2,me-too-software,49.99
amazon:973,computrace lojack for laptops : 1 year subscription,absolute software,49.99
amazon:974,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95
amazon:975,computrace lojack for laptops 1 year license ( mac ),absolute software,49.95
amazon:976,iaudioize magnetic time for pc and mac,sos aggregation,39.99
amazon:977,safekeeper plus,bling,39.99
amazon:978,didi & ditto : kindergarten win/mac,kutoka,19.99
amazon:979,logic express 7,apple computer,299.0
amazon:980,travelogue 360 : paris,aspyr media,29.99
amazon:981,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99
amazon:982,power on now up to date & contact windows,power-on-software,129.99
amazon:983,cook 'n low fat,dvo enterprises,19.99
amazon:984,serious magic visual communicator 2.0 web,serious magic,199.99
amazon:985,best of slots 2 ( jewel case ),masque publishing,9.99
amazon:986,cubase 4 competitive crossgrade,steinberg ( yamaha ),549.99
amazon:987,casual games pack,egames,19.99
amazon:988,eovia carrara 4 pro win/mac,eovia corporation,599.99
amazon:989,i spy fantasy v. 2 with i spy book & mini cd,topics entertainment,29.99
amazon:990,power production storyboard artist 4,power production,
amazon:991,instant immersion spanish audio deluxe,topics entertainment,39.95
amazon:992,final draft 7 professional scriptwriting win/mac,final draft,289.99
amazon:993,quickbooks customer manager 2.5,intuit,79.95
amazon:994,irispen express translator,iris,149.99
amazon:995,apple remote desktop 3 unlim managed systems,apple,499.0
amazon:996,time money & fractions grades 1-2,school zone,9.99
amazon:997,mac os x server v10 .4.7 unlimited client,apple,999.0
amazon:998,reader rabbit playtime for baby and toddler,the learning company,19.99
amazon:999,spy sweeper w/antivirus family edition,webroot software,49.95
amazon:1000,dance praise with dance pad ( win/mac ),digital praise,39.99
amazon:1001,printmaster 17 platinum by encore software,encore software,39.99
amazon:1002,genuine fractals genuine fractals print pro 1u,onone software,299.95
amazon:1003,logic pro 6,apple,999.99
amazon:1004,professor teaches excel & word,individual software,19.99
amazon:1005,sibelius 4 educational edition,sibelius-software-ltd .,329.0
amazon:1006,terror strike,encore,19.95
amazon:1007,wisdom of the bible holy land edition,hip interactive,29.99
amazon:1008,norton internet security 2008 10 user,symantec,199.99
amazon:1009,test and improve your memory ( dvd box ),tri synergy,29.99
amazon:1010,roxio easy media creator 9,roxio,99.95
amazon:1011,logic pro 6 upgrade from logic platinum/gold 5 & 6,apple,199.99
amazon:1012,reel deal slots 2.0 for pc,phantom efx,9.99
amazon:1013,marine aquarium 2.0 ( pc & mac ),encore,29.99
amazon:1014,elementary advantage 2008,encore,39.99
amazon:1015,finale songwriter 2007,finale,49.95
amazon:1016,math success deluxe 2007,topics entertainment,39.99
amazon:1017,language lab german,topics entertainment,39.99
amazon:1018,wheel of fortune deluxe,encore,19.99
amazon:1019,neuratron photoscore professional 4,sibelius-software-ltd .,199.99
amazon:1020,elementary school advantage 2007,encore software,29.99
amazon:1021,resumemaker professional 12.0,individual software,29.99
amazon:1022,panda internet security 2007 3-user,panda software,69.95
amazon:1023,aquarium 3 in 1 collection limited edition for win/mac,encore software,19.99
amazon:1024,punch super home suite 3.0,punch ! software,49.99
amazon:1025,e-mu em8669 modern symphonic orchestra,e-mu,499.99
amazon:1026,final draft scriptwriter 's suite [ final draft 7 & final draft av2 ],final draft,349.99
amazon:1027,q * bert,encore,9.99
amazon:1028,makemusic finale 2007 win/mac,emedia,600.0
amazon:1029,westward,encore software,19.99
amazon:1030,final draft av 2.5 win/mac,final draft,199.99
amazon:1031,singleclick network now ! pro,encore software,39.99
amazon:1032,finale allegro 2007,finale,199.95
amazon:1033,pc professor fuji 's kakuro,encore software,9.99
amazon:1034,marine aquarium 2.5 virtual undersea paradise win/mac,encore software,19.99
amazon:1035,riverdeep spongebob squarepants typing fun,riverdeep,
amazon:1036,brain food games : cranium collection 2006,encore,19.95
amazon:1037,brain food games : cranium collection 2006,encore,19.95
amazon:1038,printmaster 17 gold by encore software,encore software,30.66
amazon:1039,who wants to be a millionaire ?,encore,9.95
amazon:1040,encore the big box of art 410 000 460001 ),encore software,19.99
amazon:1041,fate,encore,19.99
amazon:1042,genuine fractals print pro 4.1 sharpener pro 2.0,onone software,
amazon:1043,monopoly tycoon,encore,9.99
amazon:1044,hoyle puzzle & board games 2007,encore software,19.99
amazon:1045,jackpot tycoon ( jewel case ),encore,9.99
amazon:1046,riverdeep kissing canines,riverdeep,
amazon:1047,game of life jc,encore,9.99
amazon:1048,monopoly platinum edition,encore,19.99
amazon:1049,home & business lawyer dlx 2006 by broderbund,encore software,
amazon:1050,middle school advantage 2008,encore,39.99
amazon:1051,tlc clue finders math learning system sb by riverdeep,encore software,19.99
amazon:1052,reader rabbit learn to read phonics pre kindergarten,the learning company,9.99
amazon:1053,high school advantage 2008,encore,39.99
amazon:1054,professor fujis sudoku deluxe by encore,encore software,19.99
amazon:1055,high school advantage 2007,encore software,29.95
amazon:1056,the print shop 21 standard by broderbund,encore software,
amazon:1057,quarkxpress 7 for mac/win .,quark,1289.42
amazon:1058,pitstop pro 7.0 upgr 6.x or higher,enfocus software,199.0
amazon:1059,quarkxpress 7 windows & macintosh ),quark,899.0
amazon:1060,web.com site builder & hosting suite sb by web.com,encore software,49.99
amazon:1061,datawatch monarch v7 ntwk-starter cd most 8u fpm32c070-a08n ),datawatch,
amazon:1062,pc tools spyware doctor 2007 sb cs by pc tools,encore software,29.99
amazon:1063,lotus dev . ibm informix online personal edition media bb0d4na ),lotus development corp,
amazon:1064,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,19.99
amazon:1065,ares rising,interplay,69.95
amazon:1066,the print shop design suite pro ed sb cs by the print shop,encore software,199.99
amazon:1067,evergirl,thq,14.99
amazon:1068,the print shop elements : labels & logos sb cs by the print shop,encore software,
amazon:1069,hasbro family game collection 2006,encore software,19.99
amazon:1070,wasp barcode fontware w/add-ins,informatics,195.0
amazon:1071,windows xp pro nx7400 o/s,hewlett packard,
amazon:1072,marine aquarium & goldfish screen saver by encore software,encore software,
amazon:1073,backyard sports backyard basketball and backyard football,humongous entertainment,19.99
amazon:1074,family tree maker version 16 collectors edition sb cs,encore software,99.99
amazon:1075,modeless liquid ledger personal finance software ( mac ),csdc,79.99
amazon:1076,the print shop 22 sb cs by the print shop,encore software,
amazon:1077,portfolio 8 stand-alone 1-usr boxed,extensis,
amazon:1078,3d home architect home v. 8 by encore software,encore software,39.99
amazon:1079,tropico 2 : pirate cove ( mac ),destineer inc,29.99
amazon:1080,adventure workshop 4th-6th grade 7th edition,encore software,19.99
amazon:1081,stuffit deluxe v 10.0 ( mac ),smith-micro-software,79.99
amazon:1082,pitstop pro 7.0 upgr 5.x or below,enfocus software,299.0
amazon:1083,nova greeting card factory ( mac ),nova development,49.99
amazon:1084,riverdeep the print shop zoom dvd,riverdeep,
amazon:1085,burning monkey solitaire 4.0,freeverse software,24.95
amazon:1086,calendar creator platinum sb cs by riverdeep,encore software,29.99
amazon:1087,captain america the complete comic collection win/mac,git corp,49.95
amazon:1088,suitcase fusion 1u box,extensis,
amazon:1089,e-mu em8685 beat garden x emulator x2/proteus x2 soundset,e-mu,129.99
amazon:1090,the sims 2 ( mac ),aspyr media,49.99
amazon:1091,soundtrack 1.2,apple,199.99
amazon:1092,call of duty 2 dvd-rom ( mac ),aspyr media,49.99
amazon:1093,final cut express 2.0 upgrade,apple computer,99.99
amazon:1094,detto move2mac usb,detto-technologies-inc,71.31
amazon:1095,allume aquazone seven seas deluxe,allume,38.89
amazon:1096,apple remote desktop 2.2 10 client ( old version ),apple,299.0
amazon:1097,spy sweeper with antivirus/child safe,webroot software,39.95
amazon:1098,rollercoaster tycoon 3 ( mac ),aspyr media,49.99
amazon:1099,webroot spysweeper antispyware 3 user,webroot software,39.99
amazon:1100,poser 7 win 2000 xp mac os 10.4 & up,aladdin systems,199.99
amazon:1101,steinberg cubase studio 4,steinberg,499.99
