_id,label,table1.id,table2.id,table1.title,table2.title,table1.manufacturer,table2.manufacturer,table1.price,table2.price
amazon:536,0,amazon:823,amazon:2441,microsoft word 2004 upgrade ( mac ),microsoft windows vista ultimate upgrade,microsoft,,109.99,239.95
amazon:537,0,amazon:839,amazon:263,adobe photoshop cs3 extended,adobe photoshop cs3 extended for mac,adobe,,999.0,935.99
amazon:538,0,amazon:1190,amazon:1427,punch ! professional home design,punch software 85100 punch!master landscape pro v10 and home design,punch ! software,,89.99,59.97
amazon:539,0,amazon:1021,amazon:1332,resumemaker professional 12.0,individual software prm-r12 resumemaker professional 12.0,individual software,individual software,29.99,29.99
amazon:540,0,amazon:620,amazon:2393,adobe premiere pro cs3,adobe production premium cs3 software suite for mac av production software,adobe,,799.0,1698.95
amazon:541,0,amazon:773,amazon:998,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft word 2004,microsoft corporation,,,209.99
amazon:542,0,amazon:557,amazon:3017,adobe creative suite cs3 production premium,production prem cs3 mac upgrad,adobe,,1699.0,808.15
amazon:543,0,amazon:672,amazon:1432,scholastic brain play : pre-kindergarten 1st grade,brain play preschool-1st grade,topics entertainment,,19.99,17.9
amazon:544,1,amazon:979,amazon:2222,logic express 7,apple/emagic logic express 7.2 software music production software,apple computer,,299.0,299.0
amazon:545,0,amazon:1246,amazon:1068,peachtree by sage complete accounting 2007,sage software peachtree pro accounting 2007 software for windows tax & finance software,sage software,,269.99,159.95
amazon:546,1,amazon:420,amazon:2388,student home learning system for pc/mac,student home learning system,fogware publishing,,139.99,109.99
amazon:547,0,amazon:514,amazon:924,microsoft windows vista ultimate upgrade [ dvd ],microsoft windows xp pro oem sp2 no open box returns,microsoft,,259.95,149.99
amazon:548,0,amazon:696,amazon:3108,wild photo effects ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),on-hand-software,,9.99,9.59
amazon:549,0,amazon:935,amazon:2173,corel dvd moviefactory 6.0 plus,corel ulead dvd moviefactory 6 software for windows authoring software,corel,,79.99,49.95
amazon:550,0,amazon:589,amazon:3154,quicken 2007 deluxe,photoshow deluxe,intuit,,59.95,39.92
amazon:551,0,amazon:429,amazon:583,the guild 2 pirates of the seas,imagination international corp pirates of the carribean,dreamcatcher interactive,,29.99,21.26
amazon:552,0,amazon:1269,amazon:2920,punch 5 in 1 home design,punch software professional home design platinum version 10,punch ! software,,39.99,99.99
amazon:553,0,amazon:27,amazon:2620,i copy dvds 2 professional edition,sony vegas 6 video editing software professional editing software,me-too-software,sony-pictures-digital-entertainment,69.99,99.0
amazon:554,1,amazon:1167,amazon:907,micromat techtool protege with firewire device,micromat techtool protege utility with 1gb firewire flash drive,micromat,,,219.99
amazon:555,1,amazon:731,amazon:2313,instant immersion italian platinum,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),topics entertainment,,129.99,129.99
amazon:556,0,amazon:1269,amazon:2042,punch 5 in 1 home design,punch software 10603 concepts 3d cad design,punch ! software,,39.99,247.97
amazon:557,0,amazon:1153,amazon:874,drive genius by prosoft engineering inc,prosoft engineering data rescue universal license,global-marketing-partners,global-marketing-partners,129.0,236.34
amazon:558,0,amazon:661,amazon:368,adobe cs3 design standard macosx dvd,adobe cs3 design standard upgrade windows,adobe,,399.0,413.99
amazon:559,0,amazon:1257,amazon:1427,total 3d home & landscape design suite version 9,punch software 85100 punch!master landscape pro v10 and home design,individual software,,39.99,59.97
amazon:560,0,amazon:537,amazon:304,apple . mac 4.0 online service,apple shake 4.1 mac os x,apple,,99.95,499.99
amazon:561,0,amazon:910,amazon:176,adobe creative suite cs3 master collection upgrade [ mac ],adobe illustrator cs3 upgrade for mac,adobe,,1399.0,206.99
amazon:562,0,amazon:559,amazon:338,adobe dreamweaver cs3 [ mac ],adobe cs3 master collection academic,adobe,,399.0,939.99
amazon:563,0,amazon:879,amazon:2418,sony sound forge 9 boxed upgrade,sound forge audio studio 9,sony media,,232.05,66.89
amazon:564,0,amazon:852,amazon:2853,cinescore professional soundtrack edition,microsoft windows xp professional edition ( upgrade ),sony-pictures-digital-entertainment,,249.95,199.99
amazon:565,0,amazon:1130,amazon:426,adobe cs3 design premium macosx dvd,adobe cs3 production premium upgrade,adobe,,599.0,822.99
amazon:566,0,amazon:296,amazon:2968,mighty math number heroes,mighty math number heroes,edmark,,29.95,9.95
amazon:567,0,amazon:999,amazon:1547,spy sweeper w/antivirus family edition,spy sweeper ( small box ),webroot software,,49.95,22.99
amazon:568,1,amazon:1175,amazon:926,apple mac os x tiger 10.4.6 family pack ( mac ),apple mac os x 10.4.6 tiger family pack,apple computer,,199.0,185.99
amazon:569,1,amazon:469,amazon:2480,ae mappoint 2006 cd,microsoft b21-00806 ae mappoint 2006 cd,microsoft corp,,49.95,50.39
amazon:570,0,amazon:602,amazon:1017,adobe creative suite cs3 design standard upgrade [ mac ],adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,adobe,,399.0,799.0
amazon:571,0,amazon:146,amazon:1860,microsoft mappoint 2006 standard edition,b21-00800 microsoft mappoint 2006 complete package 1 pc cd win english,microsoft,,299.0,288.48
amazon:572,0,amazon:890,amazon:1475,instant immersion japanese deluxe 2.0,instant immersion japanese ( audio book ) ( audio book ),topics entertainment,,39.99,19.95
amazon:573,0,amazon:523,amazon:2853,microsoft windows vista ultimate full version [ dvd ],microsoft windows xp professional edition ( upgrade ),microsoft,,399.95,199.99
amazon:574,0,amazon:645,amazon:2600,microsoft virtual pc for mac 7.0 with windows xp home,microsoft word 2004 upgrade for mac os x apple & mac software,microsoft,,219.99,108.95
amazon:575,0,amazon:208,amazon:89,wasp bar code wasp bar code labeler complete package 3 users std cd -,298881 quickbooks customer manager v. 2.5 complete package 1 user cd win,wasp technologies,,,69.38
amazon:576,0,amazon:753,amazon:2959,microsoft office & windows training professional,microsoft windows vista business full version,topics entertainment,,49.95,249.95
amazon:577,0,amazon:883,amazon:1678,adobe creative suite cs3 production premium,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,adobe,,1699.0,1482.0
amazon:578,0,amazon:271,amazon:1791,microsoft office small business 2007,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,microsoft software,,735.33,9654.16
amazon:579,0,amazon:1130,amazon:182,adobe cs3 design premium macosx dvd,adobe cs3 web premium upsell,adobe,,599.0,1434.99
amazon:580,0,amazon:431,amazon:3160,microsoft windows server 2003 client additional license for devices 5 pack,microsoft ( r ) windows ( r ) xp professional edition with sp2,microsoft,,209.0,199.99
amazon:581,0,amazon:140,amazon:937,retrospect 6.0 desktop mac upgrade,emc insignia retrospect workgroup 6 upgrade,dantz,,59.99,162.99
amazon:582,0,amazon:866,amazon:2199,system care professional,adobe premiere pro 2.0 software professional editing software,avanquest,,49.95,848.95
amazon:583,0,amazon:541,amazon:3204,microsoft onenote 2007,microsoft ( r ) project 2002,microsoft,,99.95,329.99
amazon:584,0,amazon:1175,amazon:304,apple mac os x tiger 10.4.6 family pack ( mac ),apple shake 4.1 mac os x,apple computer,,199.0,499.99
amazon:585,0,amazon:1304,amazon:2329,piano wizard premier software & stickers & midi cable,intuit quicken premier 2007 software for windows tax & finance software,re : launch,,149.95,73.95
amazon:586,0,amazon:212,amazon:3055,diskeeper 2007 pro premier 10-lic pack,quicken 2007 premier win cd,diskeeper corporation,intuit,1372.21,73.99
amazon:587,0,amazon:586,amazon:100,quickbooks premier professional services edition 2007,269-10040 microsoft office professional edition 2003 service pack v. 2 media vol,intuit,,399.95,23.53
amazon:588,0,amazon:1122,amazon:2811,apple xsan ( mac ),apple appleworks 6.2.9 ( mac ),apple,,,79.99
amazon:589,0,amazon:678,amazon:2062,instant immersion german v2 .0 ( pc & mac ),instant immersion language lab deluxe edition,topics entertainment,,29.99,14.9
amazon:590,0,amazon:571,amazon:2441,microsoft visio standard 2007 version upgrade,microsoft windows vista ultimate upgrade,microsoft,,129.95,239.95
amazon:591,0,amazon:1198,amazon:2843,quickbooks point-of-sale basic 6.0,quickbooks simple start 2007 intuit,intuit,,799.95,99.99
amazon:592,0,amazon:930,amazon:331,adobe contribute cs3 [ mac ],adobe indesign cs3 for mac,adobe,,149.0,725.99
amazon:593,0,amazon:452,amazon:932,adobe after effects cs3,adobe contribute cs3,adobe,,999.0,155.99
amazon:594,0,amazon:348,amazon:904,microsoft office & windows training,microsoft office 2004 standard,topics entertainment,,29.99,369.99
amazon:595,0,amazon:13,amazon:3082,spy sweeper spanish,webroot ( r ) spy sweeper ( tm ) 2006,webroot software,,29.95,29.99
amazon:596,0,amazon:346,amazon:2489,mcafee internet security suite 2007 3 users,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,mcafee,,89.99,64.97
amazon:597,0,amazon:544,amazon:3160,microsoft windows xp home edition full version with sp2,microsoft ( r ) windows ( r ) xp professional edition with sp2,microsoft,,199.0,199.99
amazon:598,0,amazon:233,amazon:3136,photo explosion deluxe 3.0,photostudio ( r ) expressions 2.0,nova development,,49.99,29.99
amazon:599,0,amazon:502,amazon:57,symc backup exec sbs prm 11d win small business server,e17887d symantec backup exec for netware servers remote agent for windows or netware ser,symantec,,885.83,197.65
amazon:600,0,amazon:653,amazon:3202,3d home architect home design deluxe version 9,avery ( r ) designpro ( tm ) deluxe version 5.0,encore,,29.99,39.99
amazon:601,0,amazon:571,amazon:955,microsoft visio standard 2007 version upgrade,adobe pagemaker 7.0 for mac version upgrade,microsoft,,129.95,79.99
amazon:602,0,amazon:382,amazon:166,adobe production studio premium,allume anime studio pro,adobe,,1699.0,179.99
amazon:603,1,amazon:746,amazon:349,marketcircle daylite v3 .0 ( mac ),marketcircle daylite 3 customer relationship management crm,csdc,,149.0,125.99
amazon:604,0,amazon:382,amazon:190,adobe production studio premium,adobe premiere pro cs3,adobe,,1699.0,825.99
amazon:605,0,amazon:1287,amazon:2402,punch ! 5 in 1 home design,punch software 41100 punch ! home design architectural series 18,punch ! software,punch software,39.99,118.99
amazon:606,0,amazon:92,amazon:2209,computrace lojack for laptops 4 year subscription,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),absolute software,,119.99,85.97
amazon:607,1,amazon:589,amazon:2367,quicken 2007 deluxe,intuit quicken deluxe 2007 software for windows tax & finance software,intuit,,59.95,54.95
amazon:608,0,amazon:139,amazon:254,adobe creative suite cs3 design premium upsell [ mac ],adobe cs3 web standard upsell,adobe,,1599.0,819.99
amazon:609,0,amazon:431,amazon:53,microsoft windows server 2003 client additional license for devices 5 pack,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,microsoft,,209.0,6594.2
amazon:610,0,amazon:90,amazon:1148,emc retrospect 7.5 professional for windows upgrade,adobe acrobat 7.0 professional ( education version ) for windows,dantz,,,154.99
amazon:611,0,amazon:779,amazon:2030,3d home architect landscape v. 8 by encore software,encore software 13911 3d home architect home & landscape deluxe suite version 9,encore software,,39.99,33.97
amazon:612,0,amazon:93,amazon:2847,microsoft office frontpage 2003 academic version windows ),microsoft office visio standard 2007 ( pc ),microsoft,,159.98,249.95
amazon:613,0,amazon:586,amazon:3060,quickbooks premier professional services edition 2007,resume maker professional 12,intuit,,399.95,17.95
amazon:614,0,amazon:1190,amazon:1183,punch ! professional home design,web easy ( r ) professional 6,punch ! software,,89.99,49.99
amazon:615,0,amazon:332,amazon:1547,spy sweeper [ lb ],spy sweeper ( small box ),webroot software,,29.99,22.99
amazon:616,0,amazon:1287,amazon:107,punch ! 5 in 1 home design,24100 punch ! 5 in 1 home design complete package 1 user cd win,punch ! software,,39.99,36.28
amazon:617,0,amazon:1076,amazon:2067,the print shop 22 sb cs by the print shop,encore software 11941 the print shop zoom,encore software,,,17.97
amazon:618,0,amazon:827,amazon:2251,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,cakewalk sonar 5 studio edition music production software,m-audio,,299.99,229.95
amazon:619,0,amazon:528,amazon:1307,quickbooks simple start 2007,quickbooks ( r ),intuit,,99.95,103.99
amazon:620,0,amazon:662,amazon:1014,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft office basic edition 2003 license and media,microsoft,,669.0,124.95
amazon:621,0,amazon:204,amazon:61,cisco ios enterprise services complete package cd28-esk9 = ),cd28-esk9 = cisco ios enterprise services complete package cd,cisco systems enterprise,,,1001.38
amazon:622,0,amazon:532,amazon:3080,quickbooks pro 2007 for mac ( mac ),quickbooks ( r ) pro 2003,intuit,,199.95,299.77
amazon:623,0,amazon:1038,amazon:2589,printmaster 17 gold by encore software,encore software 10444 elementary school advantage 2007 sb cs by encore,encore software,,30.66,25.97
amazon:624,0,amazon:1190,amazon:1433,punch ! professional home design,punch software 20100 punch ! 5 in 1 home design,punch ! software,punch software,89.99,35.99
amazon:625,1,amazon:1294,amazon:703,jumpstart 4th-6th grade v 2.0 b43,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,knowledge adventure,,19.99,16.93
amazon:626,0,amazon:731,amazon:2143,instant immersion italian platinum,instant immersion translator deluxe 2.0,topics entertainment,,129.99,22.9
amazon:627,0,amazon:419,amazon:2886,let 's make stickers,let 's make stickers,global software publishing,,19.95,8.95
amazon:628,0,amazon:218,amazon:73,microsoft upg win small business svr cal t74-01215 ),cabprenaen150 ca business protection suite for microsoft small business server premium edition,microsoft corporation,,330.14,666.65
amazon:629,0,amazon:580,amazon:3063,quickbooks premier edition 2007 5 user multi-pack,quickbooks pro 2007 3 user,intuit,intuit,1499.95,398.99
amazon:630,0,amazon:267,amazon:361,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe photoshop lightroom,adobe,,149.99,264.99
amazon:631,0,amazon:65,amazon:535,custom landdesigner 3d design 7.0,encore inc 3d home architect landscape designer v 8.0,sierra on-line,,,25.49
amazon:632,0,amazon:971,amazon:1655,instant immersion ingles audio deluxe,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,,23.61
amazon:633,0,amazon:113,amazon:2867,microsoft licenses win svr 2003 ext conn lic ( r3900292 ),microsoft onenote 2007 ( pc ),microsoft licenses,,3371.85,99.95
amazon:634,0,amazon:711,amazon:2495,family tree maker 2008 platinum,sat act & psat 2007 platinum,encore,,99.95,29.85
amazon:635,0,amazon:516,amazon:372,adobe creative suite cs3 design premium upgrade [ mac ],adobe premiere pro cs3 upgrade,adobe,,599.0,308.99
amazon:636,0,amazon:662,amazon:1789,microsoft windows terminal server 2003 client additional license for users - 5 user,sr2116010 safenet softremote vpn client license 5 users win,microsoft,,669.0,184.57
amazon:637,0,amazon:1262,amazon:190,adobe flash pro cs3 upgrade [ mac ],adobe premiere pro cs3,adobe,,199.0,825.99
amazon:638,0,amazon:309,amazon:279,family tree maker version 16 deluxe,encore inc family tree maker v 16 essentials,encore,,69.95,25.75
amazon:639,0,amazon:615,amazon:1842,adobe creative suite cs3 design standard upgrade,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,adobe,,399.0,20.97
amazon:640,0,amazon:1113,amazon:294,logic express 7.2 upgrade from logic express 6,apple final cut studio 2 upgrade from final cut studio,apple-computer - ( direct ),,99.0,499.99
amazon:641,0,amazon:553,amazon:521,adobe indesign cs3 upgrade from pagemaker,adobe cs3 design premium,adobe,,199.0,1865.99
amazon:642,0,amazon:490,amazon:124,microsoft visual studio professional 2005 upgrade,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process,microsoft software,,549.0,4792.85
amazon:643,0,amazon:551,amazon:57,symc backup exec sbs aws 11d win sbs agent for windows systems,e17887d symantec backup exec for netware servers remote agent for windows or netware ser,symantec,,447.74,197.65
amazon:644,0,amazon:1019,amazon:2591,neuratron photoscore professional 4,the sky 6 professional edition astronomy software,sibelius-software-ltd .,,199.99,189.95
amazon:645,0,amazon:772,amazon:984,adobe illustrator cs3 [ mac ],adobe indesign cs3 for mac academic,adobe,,599.0,192.99
amazon:646,0,amazon:490,amazon:2848,microsoft visual studio professional 2005 upgrade,microsoft onenote 2007 upgrade ( pc ),microsoft software,,549.0,79.95
amazon:647,0,amazon:642,amazon:452,adobe flash pro cs3 [ mac ],adobe cs3 production premium upsell,adobe,,699.0,1234.99
amazon:648,0,amazon:662,amazon:1163,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft ( r ) office 2004 for mac student and teacher edition,microsoft,,669.0,146.95
amazon:649,0,amazon:705,amazon:2008,professional home design suite platinum,instant home design 3.0,punch ! software,,99.95,15.9
amazon:650,1,amazon:471,amazon:145,photoshop elements 4 mac retail eng 1u ( 19230169 ),adobe photoshop elements 4.0 mac,adobe,,145.39,79.99
amazon:651,0,amazon:140,amazon:3032,retrospect 6.0 desktop mac upgrade,premiere pro cs3 mac upgrade,dantz,,59.99,320.25
amazon:652,0,amazon:394,amazon:2864,jumpstart advanced 2nd grade v2 .0,jumpstart advanced 1st grade knowledge adventure,knowledge adventure,,19.99,19.99
amazon:653,1,amazon:1010,amazon:2379,roxio easy media creator 9,roxio easy media creator 9 suite software for windows authoring software,roxio,,99.95,98.95
amazon:654,0,amazon:371,amazon:1170,microsoft powerpoint 2004 upgrade ( mac ),microsoft ( r ) works suite 2005,microsoft,,109.99,99.99
amazon:655,0,amazon:1330,amazon:263,onone essentials for adobe photoshop elements version 2 full,adobe photoshop cs3 extended for mac,onone software,,59.95,935.99
amazon:656,0,amazon:579,amazon:2529,h & r block taxcut 2006 premium federal + state + efile,h & r block taxcut home and business with state and e-file efile software for windows tax & finance software,h & r block,,59.99,73.95
amazon:657,0,amazon:753,amazon:904,microsoft office & windows training professional,microsoft office 2004 standard,topics entertainment,,49.95,369.99
amazon:658,0,amazon:608,amazon:372,adobe creative suite cs3 web premium upgrade [ mac ],adobe premiere pro cs3 upgrade,adobe,,499.0,308.99
amazon:659,0,amazon:465,amazon:1564,adobe creative suite cs3 web standard upgrade [ mac ],adobe dreamweaver cs3 upgrade windows,adobe,,399.0,236.74
amazon:660,0,amazon:625,amazon:2811,apple final cut studio 2 upgrade from final cut studio ( mac ),apple appleworks 6.2.9 ( mac ),apple,,499.0,79.99
amazon:661,0,amazon:571,amazon:2959,microsoft visio standard 2007 version upgrade,microsoft windows vista business full version,microsoft,,129.95,249.95
amazon:662,0,amazon:690,amazon:2166,sims 2 university expansion pack,the sims expansion collection vol 1,aspyr media,,34.99,8.72
amazon:663,0,amazon:105,amazon:647,instant immersion spanish ( audio book ),topics entertainment instant immersion hawaiian audio,topics entertainment,,,12.05
amazon:664,0,amazon:777,amazon:3099,varmint hunter ( jewel case ),merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),encore,,9.99,9.59
amazon:665,0,amazon:625,amazon:2621,apple final cut studio 2 upgrade from final cut studio ( mac ),apple software m9372z/a final cut express 2.0 upgrade,apple,apple software,499.0,79.99
amazon:666,0,amazon:731,amazon:307,instant immersion italian platinum,topics entertainment instant immersion german audio,topics entertainment,,129.99,12.05
amazon:667,0,amazon:739,amazon:311,iris readiris pro 11.0 ( mac ),iris inc readiris pro 11 corporate edition,i.r.i.s.,,129.95,430.58
amazon:668,0,amazon:1145,amazon:1162,microsoft office 2004 standard ( mac ),microsoft ( r ) access 2007,microsoft,,399.99,109.99
amazon:669,1,amazon:734,amazon:435,middle school success essentials,topics entertainment middle school success essentials,topics entertainment,,29.99,17.55
amazon:670,0,amazon:779,amazon:1080,3d home architect landscape v. 8 by encore software,punch software 25100 punch ! master landscape and home design,encore software,punch software,39.99,45.99
amazon:671,0,amazon:356,amazon:2408,ringtone media studio 2,ringtone media studio 2.0 ( bil,laplink,,19.95,14.99
amazon:672,1,amazon:732,amazon:432,civilization iv warlords ( mac ),civilization iv warlords expansion for mac,aspyr media,,29.99,29.99
amazon:673,0,amazon:544,amazon:1497,microsoft windows xp home edition full version with sp2,microsoft office and windows training professional,microsoft,,199.0,29.99
amazon:674,0,amazon:97,amazon:1087,tournament poker 2005,tournament poker no limit texas holdem,eagle games,,20.99,19.99
amazon:675,0,amazon:453,amazon:2060,phonics success deluxe 2006 ( large box ),elementary school success deluxe 2006,topics entertainment,,49.99,15.9
amazon:676,0,amazon:208,amazon:1958,wasp bar code wasp bar code labeler complete package 3 users std cd -,m009a-l00-4 .0 scansoft pdf create ! v. 4.0 complete package 1 user cd win engli,wasp technologies,,,43.21
amazon:677,1,amazon:1271,amazon:467,anime studio 5 win 98/me 2000/xp mac os 10.4 & up,allume anime studio 5,aladdin systems,,49.99,44.99
amazon:678,0,amazon:865,amazon:2205,cakewalk sonar home studio 6,cakewalk sonar 5 producer edition music production software,cakewalk,,139.0,379.95
amazon:679,0,amazon:781,amazon:2480,microsoft excel 2004 ( mac ),microsoft b21-00806 ae mappoint 2006 cd,microsoft,,229.99,50.39
amazon:680,0,amazon:615,amazon:897,adobe creative suite cs3 design standard upgrade,adobe contribute cs3 upgrade,adobe,,399.0,82.99
amazon:681,0,amazon:903,amazon:2547,mavis beacon teaches typing 17 standard,encore software 10072 mavis beacon typing 17 deluxe by broderbund,encore software,,19.99,33.97
amazon:682,0,amazon:632,amazon:2818,microsoft windows xp professional full version with sp2,microsoft windows vista business ( pc ),microsoft,,299.99,299.99
amazon:683,1,amazon:124,amazon:2845,tlc dr. seuss reading learning system 2008,dr. seuss reading learning system 2008 encore,encore,,19.99,19.95
amazon:684,0,amazon:570,amazon:2232,professor teaches windows xp,individual software prm-xw3 professor teaches excel & word,individual software,individual software,19.99,24.99
amazon:685,0,amazon:722,amazon:2238,steinberg nuendo 3 digital audio software,steinberg cubase studio 4 software competitive crossgrade music production software,steinberg,,2499.0,199.99
amazon:686,0,amazon:584,amazon:36,microsoft windows vista business full version [ dvd ],t74-00004 microsoft windows small business server 2003 license 20 additional user cals,microsoft,,299.95,1834.4
amazon:687,0,amazon:1020,amazon:2290,elementary school advantage 2007,encore software 12361 encore elementary advantage 2008 training/wbt pc,encore software,,29.99,33.97
amazon:688,1,amazon:588,amazon:558,adobe creative suite cs3 design standard [ mac ],adobe cs3 design standard,adobe,,1199.0,1243.99
amazon:689,0,amazon:578,amazon:1007,microsoft office excel 2007,microsoft academic microsoft office project 2003 professional,microsoft,,229.95,176.99
amazon:690,0,amazon:205,amazon:44,nortel contivity stateful firewall license standard 1 switch,dm0016009 contivity stateful firewall license 1 switch english,nortel,,,371.5
amazon:691,0,amazon:264,amazon:3094,adobe photoshop cs3 extended [ mac ],adobe ( r ) photoshop ( r ) cs windows full version,adobe,,999.0,590.92
amazon:692,0,amazon:1225,amazon:1161,sony acid pro 6 professional music workstation,diskeeper corporation diskeeper 2007 professional edition complete package 1 workstation academic,sony-pictures-digital-entertainment,,499.95,29.99
amazon:693,0,amazon:745,amazon:3127,diner dash ( pc & mac ),starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ),brighter minds,,14.99,9.59
amazon:694,0,amazon:72,amazon:3106,midway arcade treasures ( jewel case ),geometry ( win/mac ) ( jewel case ) ( 10158 ),encore software,,9.99,9.59
amazon:695,0,amazon:543,amazon:361,adobe photoshop cs3 upgrade [ mac ],adobe photoshop lightroom,adobe,,199.0,264.99
amazon:696,0,amazon:1272,amazon:2402,punch ! home design architectural series 18,punch software 41100 punch ! home design architectural series 18,punch ! software,punch software,129.99,118.99
amazon:697,0,amazon:1115,amazon:562,punch ! master landscape professional & home design v 10.0,encore inc 3d home architect landscape design deluxe v 9.0,punch ! software,,69.95,25.49
amazon:698,0,amazon:229,amazon:700,vcomm system suite professional 7,individual software inc systemsuite 8 professional ( us pos ),avanquest,,49.95,46.42
amazon:699,0,amazon:1246,amazon:1279,peachtree by sage complete accounting 2007,peachtree ( r ) complete iii for dos 5.0-10 .0 continuous checks,sage software,,269.99,121.89
amazon:700,0,amazon:1051,amazon:3007,tlc clue finders math learning system sb by riverdeep,reader rabbit reading learning system 2007,encore software,,19.99,12.95
amazon:701,0,amazon:566,amazon:316,apple garageband jam pack : symphony orchestra,apple garageband jam pack : world music,apple,,99.0,95.99
amazon:702,0,amazon:804,amazon:1078,digidesign music production toolkit ( pro tools le ),sony media software acid pro 5 music production software,digidesign,,495.0,199.95
amazon:703,0,amazon:348,amazon:1182,microsoft office & windows training,microsoft ( r ) office word 2004 for mac full version,topics entertainment,,29.99,231.29
amazon:704,1,amazon:647,amazon:311,readiris pro 11 corporate edition ( mac ),iris inc readiris pro 11 corporate edition,iris,,499.95,430.58
amazon:705,0,amazon:678,amazon:3022,instant immersion german v2 .0 ( pc & mac ),instant immersion 33 languages,topics entertainment,,29.99,47.36
amazon:706,0,amazon:171,amazon:3091,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft ( r ) word 2007,microsoft licenses,,349.83,109.99
amazon:707,0,amazon:1113,amazon:2881,logic express 7.2 upgrade from logic express 6,apple software t9164ll/a logic express 6,apple-computer - ( direct ),apple software,99.0,219.0
amazon:708,0,amazon:514,amazon:3093,microsoft windows vista ultimate upgrade [ dvd ],microsoft ( r ) windows vista ( tm ) home basic,microsoft,,259.95,99.99
amazon:709,0,amazon:1148,amazon:2853,sibelius 4 professional edition,microsoft windows xp professional edition ( upgrade ),sibelius-software-ltd .,,599.99,199.99
amazon:710,0,amazon:593,amazon:369,adobe indesign cs3 upgrade [ mac ],adobe cs3 design premium upsell,adobe,,199.0,1639.99
amazon:711,0,amazon:722,amazon:2370,steinberg nuendo 3 digital audio software,steinberg cubase 4 software competitive crossgrade music production software,steinberg,,2499.0,399.99
amazon:712,0,amazon:1322,amazon:426,adobe creative suite cs3 design premium upsell,adobe cs3 production premium upgrade,adobe,,1599.0,822.99
amazon:713,0,amazon:1119,amazon:383,apple remote desktop 3 10 managed systems,apple remote desktop 3 unlimited managed systems,apple,,299.0,499.99
amazon:714,1,amazon:437,amazon:2211,aircraft power pack for ms flight simulator,red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp,red mile,,29.99,27.97
amazon:715,0,amazon:322,amazon:2791,adobe premiere pro 2.0,adobe premiere pro cs3 video editing software for windows professional editing software,adobe,,849.0,798.95
amazon:716,1,amazon:380,amazon:2676,kaspersky anti-virus 6.0,kaspersky anti-virus 6.0 ( pc ),kaspersky lab,,59.95,59.99
amazon:717,0,amazon:558,amazon:845,instant immersion spanish 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,29.99,17.55
amazon:718,0,amazon:882,amazon:402,marine aquarium + sharks,encore marine aquarium 2.0,encore software,,9.95,19.99
amazon:719,0,amazon:175,amazon:3060,diskeeper 2007 professional single lic pack,resume maker professional 12,diskeeper corporation,,79.21,17.95
amazon:720,0,amazon:443,amazon:2513,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft r18-00908 windows server 2003 client access license 20-pack ( per user ),microsoft,microsoft,709.0,688.99
amazon:721,0,amazon:923,amazon:1213,adobe illustrator cs3 upgrade [ mac ],adobe creative suite 3 ( cs3 ) design premium upgrade mac,adobe,,199.0,569.97
amazon:722,0,amazon:618,amazon:2141,pop-up stopper professional,system mechanic 6 professional,panicware,,29.99,36.9
amazon:723,1,amazon:1085,amazon:985,burning monkey solitaire 4.0,freeverse burning monkey solitaire 4.0,freeverse software,,24.95,24.95
amazon:724,0,amazon:512,amazon:1148,microsoft windows xp professional upgrade with sp2,adobe acrobat 7.0 professional ( education version ) for windows,microsoft software,,199.99,154.99
amazon:725,0,amazon:181,amazon:632,emedia rock guitar method,emedia music corp emedia blues guitar legends,emedia,,39.99,24.81
amazon:726,0,amazon:516,amazon:182,adobe creative suite cs3 design premium upgrade [ mac ],adobe cs3 web premium upsell,adobe,,599.0,1434.99
amazon:727,0,amazon:1078,amazon:2435,3d home architect home v. 8 by encore software,punch software 17100 punch ! super home suite,encore software,punch software,39.99,45.99
amazon:728,0,amazon:514,amazon:2959,microsoft windows vista ultimate upgrade [ dvd ],microsoft windows vista business full version,microsoft,,259.95,249.95
