entity_id,title,manufacturer,price,source_A_id,source_B_id
DN2-01029,compaq comp. rapid deployment pk-flexible lic kit ( 302127-b21 ),compaq computer,,125,
DN2-01030,oxford spanish dictionary,tri synergy,19.99,129,
DN2-01031,upgrade emc retrospect 7.5 multi server windows only,dantz,,132,
DN2-01032,snap enterprise data replicator advanced license for 10000 series,adaptec,,133,
DN2-01033,employee appraiser 5.0 deluxe mailer,global marketing,394.6,134,
DN2-01034,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980,135,
DN2-01035,upgrade robohelp server 6 win ue 1u,adobe,3609.98,136,
DN2-01036,netmanage rumba unix-hp edition - ( v. 7.3 ) - upgrade license ( 902453-006 ),netmanage,,137,
DN2-01037,sonicwall gms standard edition 10 node license,sonicwall,,138,
DN2-01038,adobe creative suite cs3 design premium upsell [mac],adobe,1599,139,
DN2-01039,retrospect 6.0 desktop mac upgrade,dantz,59.99,140,
DN2-01040,exceed 2007 with 1yr mnt 1u,hummingbird communications,650,141,
DN2-01041,ca brightstor arcserve backup r11.1 for netware tape library option - service pack,computer associates,,142,
DN2-01042,backup exec netware open file v9.2 e/g full package product,veritas,695,144,
DN2-01043,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,145,
DN2-01044,microsoft mappoint 2006 standard edition,microsoft,299,146,
DN2-01045,red hat entprse linux as 3 amd ( rhf0211us ),red hat software,,147,
DN2-01046,ca arcserve bkup r11.1/nw stor area netw (san) opt prod only,computer associates,,148,
DN2-01047,enterasys vpn & firewall code upgrade ( xsr-18xx-vpn-fw ),cabletron systems,1928.07,149,
DN2-01048,suretrak project manager 3.0,primavera systems,499,150,
DN2-01049,vrs4.0 plus scsi workgroup scanning 5 & 6,fujitsu imaging,,151,
DN2-01050,pdf create! 4.0 retail,nuance communications inc.,49.99,152,
DN2-01051,upgrade 3d for exceed 2007 1u,hummingbird communications,,153,
DN2-01052,cisco 3745 ser ios ent ( cd374-esk9= ),cisco systems - enterprise,2814.33,154,
DN2-01053,softgrid cal for ts 4.1 english mlp 20 user cal,microsoft,,155,
DN2-01054,details 3.0,aec software,304.99,156,
DN2-01055,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 - complete package - 1 user - cd ( mini-box ) - win - canadian french ( 29180162 ),adobe systems inc,,157,
DN2-01056,photo objects 150 000 for macintosh,nova development,49.99,158,
DN2-01057,insight pwr mgr no media 1ltu,hewlett packard,,159,
DN2-01058,fontware pro+,informatics,,160,
DN2-01059,hp storageworks secure path for windows workgroup edition - ( v. 4.0c ) - license ( 213076-b26 ),hewlett packard,,165,
DN2-01060,prosoft tunetech for ipod (mac),prosoft engineering,74.99,167,
DN2-01061,espro + interpretair s/w,fluke networks,5750.6,170,
DN2-01062,ca arcserve bkup r11.5 win agent mac os x - upgrade prod only,computer associates,,172,
DN2-01063,netmanage rumba web to host as400 ed v4.2 ( 910620-000 ),netmanage,,173,
DN2-01064,1pk internet sec ste 2007 oem,ca - oem,,174,
DN2-01065,crystal reports xi developer,business objects,595,184,
DN2-01066,upgrade delphi 2006 pro named fr delphi v3-2005 pro - cd,borland international,,189,
DN2-01067,isi researchsoft reference manager 11 - single user,isi researchsoft,299.99,190,
DN2-01068,high availability requires two livesecurity firesboxes,watchguard technologies inc,1995,191,
DN2-01069,procurve manager plus upgrade-,hewlett packard,,194,
DN2-01070,world of warcraft,blizzard entertainment,19.99,195,
DN2-01071,world of warcraft pc,vivendi,35.7,196,
DN2-01072,sonicwall global vpn client - license ( 01-ssc-5310 ),sonic systems inc.,,197,
DN2-01073,scansoft paperport professional 11 - 5 user license,nuance communications inc.,949.99,198,
DN2-01074,upg serverlock for solaris gold,watchguard technologies inc,,200,
DN2-01075,backup exec netware remote agt win/netware svr v9.2 e/g,veritas,295,201,
DN2-01076,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,,202,
DN2-01077,lotus dev. mqseries link for r/3-v1.2 cd sol ( 04l1671 ),lotus development corp,,203,
DN2-01078,cisco ios enterprise services - complete package ( cd28-esk9= ),cisco systems - enterprise,,204,
DN2-01079,nortel contivity stateful firewall license - standard - 1 switch,nortel,,205,
DN2-01080,hp data protector exp bu svr cmp upgrade ltu,hewlett packard,,206,
DN2-01081,wasp bar code - wasp bar code labeler - complete package - 3 users - std - cd -,wasp technologies,,208,
DN2-01082,ibm rational clearcase lt - ( v. 6.0.0 ) - media - vol - passport passport adva,ibm,,209,
DN2-01083,upgrade terminal emulation software 2006 with media 1u,esker,,210,
DN2-01084,microsoft entertainment pack ce,microsoft,49.5,211,
DN2-01085,diskeeper 2007 pro premier 10-lic pack,diskeeper corporation,1372.21,212,
DN2-01086,netmanage rumba web as/400 edition ( 910523-002 ),netmanage,,213,
DN2-01087,watchguard 1yr subs firebox x5 webblocker ( wg017196 ),watchguard technologies inc,159.9,214,
DN2-01088,netmanage rumba web to host as400 ed v4.2 ( 910623-000 ),netmanage,,215,
DN2-01089,cisco syst. minor release:requires existing ( cww-6.1-win-mr ),cisco systems - enterprise,,217,
DN2-01090,microsoft upg win small business svr cal ( t74-01215 ),microsoft corporation,330.14,218,
DN2-01091,ca brightstor arcserve backup r11.1 for netware upgrade from arcserve 7 for netware,computer associates,,219,
DN2-01092,mobileinventory additional mobile license,wasp technologies,,220,
DN2-01093,watchguard license wg vpn upgrade from 4 to 10 (wg4110),watchguard license,2098.55,221,
DN2-01094,pinnacle studio plus titanium edition v10.5,pinnacle,69.99,222,
DN2-01095,symantec client security 3.1 with groupware protection business pack 50 user,symantec,3732,223,
DN2-01096,netmanage rumba web as/400 edition ( 910584-001 ),netmanage,,224,
DN2-01097,refviz v2 mac single user,isi researchsoft,299.95,226,
DN2-01098,e frontier manga studio debut 3.0 (single user),curious labs inc.,49.99,227,
DN2-01099,microsoft licenses win svr 2003 device cal l/sa (r1800144),microsoft licenses,74.59,228,
DN2-01100,vcomm system suite professional 7,avanquest,49.95,229,
DN2-01101,ca arcserve bkup r11.5 win svrless bkup opt sp1- prod only,computer associates,,230,
DN2-01102,red hat enterprise linux ws - ( v. 4 update 4 ) - license - 1 workstation ( rl296aa ),hewlett packard,,231,
DN2-01103,printshop home & office labels,broderbund,19.95,232,
DN2-01104,photo explosion deluxe 3.0,nova development,49.99,233,
DN2-01105,ntrack anti-theft by synet electronics,global marketing partners,,234,
DN2-01106,pdf converter professional v4 - english,nuance communications inc.,99.99,235,
DN2-01107,readiris pro 11,global marketing partners,129.99,236,
DN2-01108,persoft upg smarterm office v12.1 ( 73098 ),persoft,,237,
DN2-01109,ca brightstor arcserve backup r11.5 for enterprise option for advantage ingres for,computer associates,,238,
DN2-01110,designcad v 17,imsi,29.95,239,
DN2-01111,lotus dev. ws bus int monitor v4.2.4-multi plat mp eng ( af04mna ),lotus development corp,,240,
DN2-01112,left behind: ilumina edition,tyndale house,29.99,241,
DN2-01113,lotus dev. ibm db2 net search extender - ( v. 8.2 ) - media ( bb0kyna ),lotus development corp,,242,
DN2-01114,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,243,
DN2-01115,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479,244,
DN2-01116,microsoft licenses isa server lic/sa olp c (e8400294),microsoft licenses,3210.4,246,
DN2-01117,netmanage onweb web-to-host - ( v. 5.1 ) - upgrade license ( 910443-004 ),netmanage,,247,
DN2-01118,scansoft paperport 11 - 5 user license,nuance communications inc.,474.99,249,
DN2-01119,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929,251,
DN2-01120,stompsoft registry repair,stompsoft inc.,29.99,252,
DN2-01121,filemaker mobile 8 for palm os and pocket pc,filemaker,69,253,
DN2-01122,watchguard mobile user vpn 5 user bundle ( wg3605 ),watchguard technologies inc,,254,
DN2-01123,diskeeper 2007 pro premier 5-lic pack,diskeeper corporation,736.66,255,
DN2-01124,hallmark card studio 2005 deluxe,sierra home,49.99,256,
DN2-01125,ca brightstor arcserve backup r11.5 for enterprise option for advantage ingres for,computer associates,,257,
DN2-01126,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479,258,
DN2-01127,library expansion option-upg,novastor corporation,,259,
DN2-01128,cisco 2600xm ser ios ip/fw/ids ( cd26xm-ch= ),cisco systems - enterprise,,260,
DN2-01129,symantec mail security for smtp 5.0 smb av cd 5u gov,symantec,,263,
DN2-01130,microsoft publisher with digital imaging 2003 [old version],microsoft,209.99,269,
DN2-01131,adobe acrobat 7.0 professional,adobe,449.99,270,
DN2-01132,microsoft office small business 2007,microsoft software,735.33,271,
DN2-01133,easy drums (jewel case),arcmedia,9.99,275,
DN2-01134,super solvers - spellbound! ! - school edition for mac,learning company,49.95,277,
DN2-01135,snap! 1 001 letters (jewel case),topics entertainment,19.95,278,
DN2-01136,startopia,eidos interactive,39.95,280,
DN2-01137,easy home massage - dvd,selectmedia entertainment,19.95,281,
DN2-01138,elementary success deluxe 2006 (dw dvd),topics entertainment,49.99,282,
DN2-01139,tonka town (jewel case),atari,9.99,283,
DN2-01140,tonka search & rescue 2,infogrames,,288,
DN2-01141,professional training for vegas 7 and dvd architect 4 sw,sony pictures digital entertainment,249.95,289,
DN2-01142,talk now! learn dutch,eurotalk interactive,29.95,290,
DN2-01143,wacky bird hunter,selectsoft publishing,19.95,291,
DN2-01144,namco museum 50th anniversary collection,namco video games,19.99,292,
DN2-01145,treasure galaxy 5-user lab pack for mac,learning company,149.95,293,
DN2-01146,dk rainbow fish most beautiful fish,dk,9.99,294,
DN2-01147,madeline rainy day activities,encore software,19.95,295,
DN2-01148,mighty math number heroes,edmark,29.95,296,
DN2-01149,superstart! science arcade,selectsoft publishing,24.95,297,
DN2-01150,state standards - grade 6,topics entertainment,29.95,298,
DN2-01151,wacky farm,casual arcade,19.95,299,
DN2-01152,police quest compilation,vivendi games,19.99,300,
DN2-01153,broderbund printmaster platinum 16.0,encore software,39.99,301,
DN2-01154,encyclopedia britannica profiles: dinosaurs (jewel case),atari,9.99,302,
DN2-01155,real arcade: adventure inlay,activision,29.95,303,
DN2-01156,tonka raceway - xp compatible (jewel case),hasbro interactive,29.95,305,
DN2-01157,quickstart photo montage studio,selectsoft publishing,19.95,306,
DN2-01158,season ticket football 2003,atari,19.99,307,
DN2-01159,backyard soccer (mls edition),humongous sports,,313,
DN2-01160,zipmagic personal edition,allume systems,19.95,314,
DN2-01161,super solvers - mission t.h.i.n.k - 25 user site license,learning company,399.95,315,
DN2-01162,disney 2nd grade active leveling advantage w buzz (jewel case) ages 6-8,disney interactive,9.99,317,
DN2-01163,ultimate puzzle games,valusoft,19.99,318,
DN2-01164,math missions: the race to spectacle city arcade (grades k-2),scholastic,29.95,326,
DN2-01165,world of wild cats,arc media inc.,19.95,327,
DN2-01166,state standards - grade 8,topics entertainment,29.95,328,
DN2-01167,cluefinders 3rd grade adventures: mystery of mathra,learning company,,329,
DN2-01168,ghostsurf platinum 2006 [lb],avanquest publishing usa inc.,39.99,330,
DN2-01169,instant home cooking (jewel case),topics entertainment,9.99,331,
DN2-01170,csi: crime scene investigation,ubi soft,19.99,336,
DN2-01171,jaws,majesco entertainment,19.99,337,
DN2-01172,sega smash pack 2,activision,19.95,338,
DN2-01173,post mortem,dreamcatcher interactive,29.99,339,
DN2-01174,zoboomafoo animal logic cd/workbook combo,brighter minds media inc.,14.99,340,
DN2-01175,mother goose - interactive storybook,encore software,19.95,341,
DN2-01176,let's learn about time & date,selectsoft publishing,19.95,342,
DN2-01177,living trust builder,jian inc.,19.95,343,
DN2-01178,ubi soft star wars activity center ( windows ),ubi soft,29.99,344,
DN2-01179,portfolio media kit be syst recovery 7.0 win small business ed,symantec,50,345,
DN2-01180,the universe (win/mac) (jewel case),fogware publishing,9.99,353,
DN2-01181,adobe creative suite cs3 web standard upsell,adobe,799,360,
DN2-01182,big oil: build an oil empire,tri synergy,19.99,366,
DN2-01183,pc cillin internet sec 2007 lics large box 3u,trend micro,49.95,375,
DN2-01184,adobe production studio premium,adobe,1699,380,
DN2-01185,lego island 2: the brickster's revenge (xp compatible version),lego media,,382,
DN2-01186,tank battle,casual arcade,19.95,383,
DN2-01187,quickstudy u.s. government,selectsoft publishing,19.95,384,
DN2-01188,home budget for dummies,atari,,385,
DN2-01189,zonealarm wireless security,encore software,29.99,386,
DN2-01190,encyclopedia of our living oceans,dk multimedia,19.95,388,
DN2-01191,ultimate pinball (jewel case),valusoft,9.99,389,
DN2-01192,clifford reading pack (dvd box),scholastic,19.99,390,
DN2-01193,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099,391,
DN2-01194,world history (win/mac) (jewel case),fogware publishing,9.99,393,
DN2-01195,quickbooks premier non-profit edition 2005,intuit inc.,499.95,394,
DN2-01196,quickstart pc cleaner xp,selectsoft publishing,19.95,395,
DN2-01197,crayola first ladies costume maker,encore software,19.95,396,
DN2-01198,arcmedia spelling bee (windows/macintosh),arcmedia,24.95,397,
DN2-01199,pokemon team turbo (jewel case),valusoft,9.99,398,
DN2-01200,south park chef's luv shack,acclaim,39.95,399,
DN2-01201,blues clues preschool,humongous entertainment,,400,
DN2-01202,backyard skateboarding,atari,,401,
DN2-01203,vivaldi's musical adventure pod,fogware publishing,9.95,403,
DN2-01204,cluefinders 3rd grade,the learning company,,404,
DN2-01205,rayman 10th anniversary collection,ubi soft,19.99,405,
DN2-01206,before you know it - deluxe spanish edition for pc/mac,encore software,29.99,406,
DN2-01207,pdf converter 4,nuance,49.95,407,
DN2-01208,er,vivendi universal,19.99,408,
DN2-01209,bodyworks 6.0 25-user building site license,learning company,399.95,413,
DN2-01210,virtual labs: light,edmark,19.95,414,
DN2-01211,pressure pop!,selectsoft publishing,19.95,415,
DN2-01212,essential business tools 2.0,valusoft,19.99,416,
DN2-01213,let's make stickers,global software publishing,19.95,417,
DN2-01214,model web publisher 3.5.2 .,computer associates international,,420,
DN2-01215,microsoft licenses word olp c (05903871),microsoft licenses,205.73,421,
DN2-01216,vpn manager five to ten firebox,watchguard technologies inc,1995,422,
DN2-01217,victorymul submitwolf version 6.0 ( swolf6r ),victory multimedia,149.99,425,
DN2-01218,zonealarm anti-spyware,zone labs,29.99,426,
DN2-01219,cell phone software solution,susteen,113.1,430,
DN2-01220,media kit storage foundation basic lnx v4.1 cpu vol-4 file sys-4,veritas,,433,
DN2-01221,sym clt security 3.1 scs media cd en,symantec - media,28,437,
DN2-01222,microsoft licenses biztalk hipaa std. sa only (u0200024),microsoft licenses,4215.77,440,
DN2-01223,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709,441,
DN2-01224,zonealarm firewall pro 5 (free upgrade to new version),zone labs,,449,
DN2-01225,kaplan sat/act/psat platinum 2007 win/mac,topics entertainment,49.99,461,
DN2-01226,timbuktu remote control softwre 10 licenses for windows,netopia,,464,
DN2-01227,sat act and psat 2007 platinum,topics entertainment,58.5,465,
DN2-01228,cisco security desktop agent ( csa-b250-dtop-k9 ),cisco systems (ciscopro),,468,
DN2-01229,microsoft asp net web matrix,microsoft,30,471,
DN2-01230,tinyterm v4.x 5u windows terminal emulation (tt-5),century software,705.21,472,
DN2-01231,ae outlook 2007 win32,microsoft corp,,473,
DN2-01232,sonicwall comprehensive gateway security suite - 1 year upgrade plan ( 01-ssc-5845 ),sonic systems inc.,,475,
DN2-01233,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me,symantec,,483,
DN2-01234,microsoft productivity pack for windows mobile,microsoft,29.99,489,
DN2-01235,adobe encore dvd 2.0,adobe,349,490,
DN2-01236,symc backup exec sbs prm 11d win small business server,symantec,885.83,499,
DN2-01237,microsoft publisher 2007 version upgrade,microsoft,99.95,508,
DN2-01238,microsoft windows vista ultimate upgrade [dvd],microsoft,259.95,511,
DN2-01239,microsoft office 2004 standard upgrade (mac),microsoft,239.99,515,
DN2-01240,quickbooks premier nonprofit edition 2007,intuit,399.95,517,
DN2-01241,microsoft windows vista ultimate full version [dvd],microsoft,399.95,520,
DN2-01242,cadopia 6 standard edition by cadopia,global marketing partners,295,523,
DN2-01243,quickbooks pro 2007 for mac (mac),intuit,199.95,528,
DN2-01244,upgrade freehand 11 maceng cd 1u,adobe,274.95,529,
DN2-01245,microsoft windows live onecare 1.5 online pc care subscription [12 months],microsoft,49.95,531,
DN2-01246,microsoft flight simulator x deluxe dvd,microsoft,49.95,540,
DN2-01247,adobe acrobat capture 100 000 page pack,adobe,1514.99,543,
DN2-01248,windows vista business spanish full version [dvd],microsoft,329.95,544,
DN2-01249,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,545,
DN2-01250,adobe indesign cs3 upgrade from pagemaker,adobe,199,547,
DN2-01251,symc backup exec aofo 11d win advanced open file option,symantec,769.49,554,
DN2-01252,macromedia director 10 mx 2004,adobe,2171.7,557,
DN2-01253,exchange svr ent 2007 x64 eng dvd 25 clt,microsoft,11318.25,563,
DN2-01254,millionaire sports edition (jewel case),disney interactive,9.99,569,
DN2-01255,cluefinders 3rd grade adventures: mystery of mathra,the learning company,24.99,570,
DN2-01256,microsoft windows vista business full version [dvd],microsoft,299.95,578,
DN2-01257,adobe creative suite cs3 design premium [mac],adobe,1799,591,
DN2-01258,adobe pagemaker v7.0.2 cd mac-upg ( 17530402 ),adobe,138.45,592,
DN2-01259,instant immersion french deluxe 2.0,topics entertainment,49.99,593,
DN2-01260,quicken 2007 for mac,intuit,69.95,602,
DN2-01261,quickbooks premier manufacturer and wholesale edition 2007,intuit,399.95,604,
DN2-01262,math missions: the amazing arcade adventure grades 3-5,scholastic,19.99,606,
DN2-01263,microsoft works suite 2006,microsoft,99,607,
DN2-01264,reader rabbit kindergarten version 1.1,the learning company,9.99,620,
DN2-01265,symantec gateway security 300 series 10 ( 10224341 ),symantec,349,643,
DN2-01266,art (dvd) (pc & mac),fogware publishing,29.99,648,
DN2-01267,adobe cs3 design standard macosx dvd,adobe,399,654,
DN2-01268,microsoft windows terminal server 2003 client additional license for users- 5 user,microsoft,669,655,
DN2-01269,photo go,sony media software,24.95,658,
DN2-01270,lightroom 1 mlp retail ue 1u,adobe,299,669,
DN2-01271,x-plane deluxe including 7 double layer dvds (mac),navarre (software),59.95,672,
DN2-01272,professional home design suite platinum,punch! software,99.95,698,
DN2-01273,best of card games (jewel case),on hand software,9.99,712,
DN2-01274,firstedge v 2.0 (mac),myob us,99.95,721,
DN2-01275,doom 3 (dvd) (mac),aspyr media,39.99,722,
DN2-01276,adobe creative suite cs3 production premium upgrade,adobe,799,729,
DN2-01277,adobe photoshop cs2 (mac) [old version],adobe,649,730,
DN2-01278,illustrator cs3 13 mac ed 1u,adobe education box,199,734,
DN2-01279,acrobat pro 8 mac ed 1u cd,adobe education box,159,736,
DN2-01280,retrospect 6.0 desktop mac,dantz,99.99,742,
DN2-01281,unreal tournament 2004 ( dvd-rom ),atari,29.99,758,
DN2-01282,e frontier poser 6 collector's edition with volume 1 figure pack (mac),curious labs inc.,279.99,764,
DN2-01283,microsoft office mac 2004 english 3pk dsp ( 731-01163 ),microsoft corporation,,766,
DN2-01284,adobe software acrobat pro upgrd pro-pro mac (adbcd01798mc),adobe software,273,767,
DN2-01285,quake 4 (mac),aspyr media,39.99,768,
DN2-01286,zero-g pro pack for garageband (appleloops),zero-g,169.95,790,
DN2-01287,calendar creator 10,broderbund,29.99,793,
DN2-01288,extensis smartscale 1-user ( pxe-11433 ),extensis corporation,,805,
DN2-01289,extensis intellihance pro 4.x win/mac,extensis corporation,199.99,808,
DN2-01290,macjournal v4 (mac),csdc,39.95,810,
DN2-01291,motu digital performer 5 digital audio software (mac only),motu,795,818,
DN2-01292,vegas 7 + dvd/soundforge8bundl,sony media,722,826,
DN2-01293,studio movieboard plus pci hardware,pinnacle,251.55,833,
DN2-01294,10 outlet metal split surge,fellowes,,834,
DN2-01295,kensington contour pro 17 notebook carrying case (62340),kensington,89.99,835,
DN2-01296,vpn client software 5 users,d-link systems inc.,,839,
DN2-01297,hp c7130b color laserjet 5550 500-sheet input tray,hewlett packard,,841,
DN2-01298,kensington contour pro xbrace notebook carrying case (62236),kensington technology group,,842,
DN2-01299,bingo dvd tv game,imagination international,17.99,864,
DN2-01300,quickbooks point-of-sale pro with hardware bundle 6.0,intuit,1749.95,865,
DN2-01301,microsoft oem 3pk xp home edition sp2 ( n09-01624 ),microsoft corporation,,880,
DN2-01302,instant immersion japanese deluxe 2.0,topics entertainment,39.99,882,
DN2-01303,sims 2 seasons expansion pack,aspyr media,34.99,892,
DN2-01304,adobe creative suite cs3 master collection upgrade [mac],adobe,1399,902,
DN2-01305,sudoku unlimited + crossword addict 2cd set,global software publishing north america inc,19.99,911,
DN2-01306,symc backup exec sbs std 11d win small business server standard,symantec,811.21,928,
DN2-01307,gmp data rescue - license ( 24300 ),global marketing partners,349,957,
DN2-01308,best of slots 2 (jewel case),masque publishing,9.99,976,
DN2-01309,mac os x server v10.4.7 unlimited client,apple,999,988,
DN2-01310,reader rabbit playtime for baby and toddler,the learning company,19.99,989,
DN2-01311,language lab german,topics entertainment,39.99,1008,
DN2-01312,neuratron photoscore professional 4,sibelius software ltd.,199.99,1010,
DN2-01313,encore the big box of art 410 000 ( 460001 ),encore software,19.99,1031,
DN2-01314,reader rabbit learn to read phonics pre kindergarten,the learning company,9.99,1043,
DN2-01315,quarkxpress 7 for mac/win .,quark,1289.42,1048,
DN2-01316,quarkxpress 7 ( windows & macintosh ),quark,899,1050,
DN2-01317,datawatch monarch v7 ntwk-starter cd most 8u ( fpm32c070-a08n ),datawatch,,1052,
DN2-01318,lotus dev. ibm informix online personal edition - media ( bb0d4na ),lotus development corp,,1054,
DN2-01319,ares rising,interplay,69.95,1056,
DN2-01320,wasp barcode fontware w/add-ins,informatics,195,1061,
DN2-01321,windows xp pro nx7400 o/s,hewlett packard,,1062,
DN2-01322,portfolio 8 stand-alone 1-usr boxed,extensis,,1068,
DN2-01323,soundtrack 1.2,apple,199.99,1082,
DN2-01324,poser 7 win 2000 xp mac os 10.4 & up,aladdin systems,199.99,1091,
DN2-01325,history (dvd) (pc & mac),fogware publishing,,1095,
DN2-01326,zend studio 5.1 (win/mac),zend technologies inc.,299,1097,
DN2-01327,adobe cs3 design premium macosx dvd,adobe,599,1121,
DN2-01328,iomega nas 400e expansion chassis 1tb 1u,iomega,2699,1131,
DN2-01329,crystal 3d impact! pro 1.25 (jewel case),crystalgraphics,79,1134,
DN2-01330,x-plane v8 (mac),graphics simulations corporation,49.99,1143,
DN2-01331,faxstf pro mac os 10.3.9 or above,aladdin systems,49.99,1152,
DN2-01332,spring cleaning 9.0 for mac os 10.4 & above,aladdin systems,49.99,1154,
DN2-01333,print explosion deluxe 3.0 (mac),nova development,49.99,1160,
DN2-01334,symc ghost solution suite 2.0 media,symantec,35.57,1163,
DN2-01335,mcafee virusscan plus - 3 user,mcafee,59.99,1183,
DN2-01336,finale 2007 academic (win/mac),emedia,350,1188,
DN2-01337,quickbooks point-of-sale basic 6.0,intuit,799.95,1189,
DN2-01338,learn english (win/mac) (jewel case),fogware publishing,9.99,1192,
DN2-01339,space (dvd) (pc & mac),fogware publishing,29.99,1195,
DN2-01340,microsoft digital image suite 2006 plus pinnacle studio 10.0,microsoft,99.95,1206,
DN2-01341,stubbs the zombie in rebel without a pulse (dvd) (mac),aspyr media,9.99,1208,
DN2-01342,the movies (mac),feral interactive,49.95,1210,
DN2-01343,ulead videostudio 10,corel,69.99,1212,
DN2-01344,adobe framemaker 7.2 (windows),adobe,1445.9,1222,
DN2-01345,adobe acrobat standard 8.0,adobe,449.99,1242,
DN2-01346,places (pc & mac),fogware publishing,29.99,1258,
DN2-01347,anime studio 5 win 98/me 2000/xp mac os 10.4 & up,aladdin systems,49.99,1262,
DN2-01348,small business server 2003 20u cal addpak user,microsoft,,1283,
DN2-01349,bitdefender antivirus 10.0 [2 year subscription for 2 pcs],global marketing partners,39.95,1292,
DN2-01350,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799,1296,
DN2-01351,treasure mountain! (jewel case) ages 5-9 for win/mac,riverdeep,9.99,1309,
DN2-01352,adobe creative suite cs3 design premium upsell,adobe,1599,1313,
DN2-01353,printmaster platinum v 17.0,encore software,39.99,1315,
DN2-01354,adobe creative suite cs3 web standard,adobe,999,1325,
DN2-01355,superstart! fun with reading & writing!,,8.49,,1
DN2-01356,qb pos 6.0 basic software,intuit,637.99,,2
DN2-01357,math missions: the amazing arcade adventure (grades 3-5),,12.95,,3
DN2-01358,production prem cs3 mac upgrad,adobe software,805.99,,4
DN2-01359,edius pro 4,canopus/grass valley,585.99,,6
DN2-01360,qb pos 6.0 pro solution hw/sw,intuit,1474.99,,10
DN2-01361,ares rising,,29.95,,11
DN2-01362,cd384-aisk9= cisco ios advanced ip services - complete package - cd,,2068.26,,13
DN2-01363,633808063023 wasp bar code fontware - complete package - 10 users - cd - win - english,,154.6,,14
DN2-01364,0202-034 axis camera station - license - 1 additional user,,95.12,,15
DN2-01365,eu063av aba microsoft windows xp professional - license and media - 1 user - cto - english -,,137.09,,16
DN2-01366,bb0gyna ibm informix dynamic server enterprise edition - ( v. 9.4 ) - media - cd - linux,,195.53,,17
DN2-01367,eqzfn07-201 zetafax business edition - license - 5 users - win,,499.17,,18
DN2-01368,633808390266 wasp mobileasset professional edition combo pack with spt 1800 - ( v. 5 ) - comp,,2021.99,,19
DN2-01369,wg017449 watchguard firebox x5500e utm software suite - subscription license ( 1 year ) +,,3715.48,,20
DN2-01370,11k2990 international printing for mysap.com - complete package - 1 client - cd - englis,,149.43,,21
DN2-01371,5325302018 snap enterprise data replicator - license - 1 server - linux unix win,,663.22,,22
DN2-01372,38039440dm adobe flash cs3 professional - ( v. 9 ) - media - tlp tlp nonprofit - dvd - win,,18.88,,23
DN2-01373,11105106 symantec bindview policy manager - ( v. 1.0 ) - media - cd - win - english,,16.09,,24
DN2-01374,25510587 adobe after effects cs3 professional - complete package - 1 user - dvd - win - c,,1054.23,,25
DN2-01375,wg017127 watchguard gateway antivirus for e-mail - maintenance ( 1 year ) - 1 device - wi,,751.44,,26
DN2-01376,did0480p-m311 plasmon additional maintenance 24x7 - plasmon diamond technical support - consul,,1562.06,,27
DN2-01377,633808035020 wasp nest ccd suite business edition - complete package - 1 user - cd - win,,179.03,,28
DN2-01378,711-00072 microsoft entertainment pocketpak 2004 productivity pack - complete package - 1,,29.93,,29
DN2-01379,01-ssc-6993 sonicwall client/server anti-virus suite - subscription license ( 3 years ) - 50,,3992.98,,30
DN2-01380,buvsag-00000 ulead videostudio 10 - complete package - 1 user - win - english,,61.94,,31
DN2-01381,s71-00009 perfect dark zero - complete package - 1 user - microsoft xbox 360 - dvd - engli,,34.38,,32
DN2-01382,c6q-00002 microsoft digital image suite plus - complete package - 1 pc - cd-rom (mini box),,93.33,,33
DN2-01383,ma166z/a ilife '06 - complete package - 1 user - dvd - mac,,72.74,,34
DN2-01384,s45es-12225sg= cisco ios enterprise services - ( v. 12.2(25)sg ) - complete package,,7022.74,,35
DN2-01385,t74-00004 microsoft windows small business server 2003 - license - 20 additional user cals,,1834.4,,36
DN2-01386,122103 quarkxpress - ( v. 7 ) - complete package - 1 user - cd - win mac,,742.21,,37
DN2-01387,dsv3-swa dsview - ( v. 3 ) - license - 5 users 1 hub - win,,2426.1,,38
DN2-01388,366125-002 hp care pack software technical support - vmware virtualcenter 1 node 2 process,,1589.95,,39
DN2-01389,378517z lenovo thinkvantage imageultra builder (non-lenovo systems) - ( v. 3.0 ) - licen,,17.21,,40
DN2-01390,fpm32c070-a08n monarch standard edition - ( v. 7.0 ) - complete package - 8 users - cd - win,,3640.84,,41
DN2-01391,910519-004 rumba as/400 edition - ( v. 7.4 ) - upgrade license - 1 processor - tier p10 - c,,3223.26,,42
