_id,label,table1.id,table2.id,table1.title,table2.title,table1.manufacturer,table2.manufacturer,table1.price,table2.price
2292,0,1275,1022,punch! master landscape & home design,punch software 35100 - punch! home design suite professional - complete product - architectural - standard - 1 user(s) - complete product - pc,punch! software,,99.99,59.97
2293,0,1043,1436,reader rabbit learn to read phonics pre kindergarten,garfield 2nd grade - reading and phonics,the learning company,,9.99,5.5
2294,0,1003,158,reel deal slots 2.0 for pc,phantom efx reel deal slots mystic forest,phantom efx,,9.99,17.24
2295,0,350,450,adobe creative suite cs3 design standard upsell [mac],adobe cs3 production premium upsell,adobe,,899,1234.99
2296,0,68,1936,mom standard ops mgmt lic 2005 english mlp 5 oml,sonicwall gms 1000n-incremental lic upg,microsoft,,,62920.89
2297,0,927,3007,defcon,microsoft(r) project standard 2007,encore,,,349.95
2298,0,470,795,pro photo essentials plug in suite & iview mediapro 3,hewlett packard t1936aa ua0 - hp digital sending software 4.0 - complete product - document management - 1 device(s) - complete product - standard - multilingual - pc,onone software,,499.95,342.97
2299,0,967,1007,iaudioize - magnetic time for pc and mac,onone software inc. pfp-30001 - photoframe v.3.0 pro - complete product - image editing - 1 user(s) - complete product - standard - pc mac,sos aggregation,,39.99,148.97
2300,0,157,47,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 - complete package - 1 user - cd ( mini-box ) - win - canadian french ( 29180162 ),b11-01215 microsoft works suite 2006 - license and media - 1 user - cd - win - english - u,adobe systems inc,,,94.08
2301,0,323,2260,geometry (win/mac) (jewel case),encore software 10647 - encore math advantage 2007 - complete product - educational - 1 user - complete product - standard - pc,fogware publishing,,9.99,17.97
2302,0,632,3025,cosmic blobs: lab rat edition (win & mac),software,solidworks corporation,,39.99,621.99
2303,0,1013,2385,panda internet security 2007 3-user,symantec 10725608 - norton internet security 2007 - internet security - 1 user(s) - pc,panda software,,69.95,64.97
2304,0,1159,311,sibelius compass,sibelius sibelius photoscore professional 4,sibelius software ltd.,,159.99,145.7
2305,0,430,768,cell phone software solution,datapilot is an advanced cell phone sync software solution that allows endusers to manage their contact information access the internet and check emails while on the go.,susteen,,113.1,25.53
2306,0,513,1189,adobe creative suite cs3 design premium upgrade [mac],adobe creative suite 3 (cs3) design premium upgrade - mac,adobe,,599,569.97
2307,0,831,893,adobe photoshop cs3 extended,adobe photoshop cs3 extended for mac upgrade,adobe,,999,329.99
2308,0,960,1643,talk now! learn afrikaans - beginning level,word mac 2004 - microsoft - d48-00487,eurotalk,,29.99,
2309,0,408,54,er,rl294aa red hat enterprise linux ws - ( v. 3 update 8 ) - license - 1 user,vivendi universal,,19.99,215.57
2310,0,1298,1859,spycatcher 2007for pc,2013001000122 details - ( v. 3.0 ) - complete package - 1 user - cd - win - english,avanquest,,19.99,290.21
2311,0,423,1553,hoyle card games 2007,encore 10025 hoyle card games for pc,encore software,encore,29.99,10
2312,0,727,752,middle school success essentials,encore software 10449 - high school advantage 2007 - win 98 me 2000 xp,topics entertainment,,29.99,26.97
2313,0,40,431,the print shop 22 deluxe,encore inc print shop 22 deluxe,encore,,49.99,42.69
2314,0,242,78,lotus dev. ibm db2 net search extender - ( v. 8.2 ) - media ( bb0kyna ),fpxmlc020-a01 vortexml - ( v. 2 ) - complete package - 1 user - cd - win,lotus development corp,,,363.63
2315,0,284,2130,sibelius 5 educational edition,sibelius sibelius 4 software music production software,sibelius software ltd.,,329,449.95
2316,0,733,2968,chessmaster 9000 (mac),software,feral interactive,,39.99,153.99
2317,0,732,110,iris readiris pro 11.0 (mac),12000-0611 cadopia standard - ( v. 6 ) - complete package - 1 user - cd - win,i.r.i.s.,,129.95,235.17
2318,0,796,3001,adobe creative suite cs3 master collection [mac],adobe creative suite 3 web standard - complete package - academic - cd - mac,adobe,,2499,369
2319,0,261,1759,procurve mobility manager 1.0 is a plug-in module for procurve manager plus 2.0,bu24a600000 emc insignia retrospect desktop - ( v. 6.1 ) - upgrade package - 2 clients - cd,hewlett packard,,,51.85
2320,0,111,652,instant play electric guitar deluxe,tony rice homespun new acoustic guitar - book/6-cd pack,topics entertainment,,39.99,43.94
2321,0,212,1076,diskeeper 2007 pro premier 10-lic pack,quickbooks(r) premier 2003,diskeeper corporation,,1372.21,499.99
2322,0,1179,1409,photoframe pro 3.0 1u,onone software inc. gpp-55211 - genuine fractals print pro 5 1u,onone software,,,274.97
2323,0,301,2356,broderbund printmaster platinum 16.0,encore software 32179 - encore kid pix deluxe 4 home edition - complete product - graphics/designing - 1 user(s) - complete product - standard - pc mac,encore software,,39.99,17.97
2324,0,1014,2276,aquarium 3 in 1 collection - limited edition for win/mac,encore software 10033 - encore the print shop v.21.0 - complete product - print management - 1 user(s) - complete product - standard - pc,encore software,,19.99,25.97
2325,0,122,57,watchguard serverlock manager (100 servers),e17887d symantec backup exec for netware servers remote agent for windows or netware ser,watchguard technologies inc,,14995,197.65
2326,0,65,1156,custom landdesigner 3d design 7.0,adobe(r) photoshop(r) 7.0 upgrade for pc,sierra on-line,,,679.99
2327,0,312,2105,norton antivirus 2007,symantec norton internet security 3.0 software for macintosh apple & mac software,symantec,,39.99,89.95
2328,0,1133,1007,adobe captivate 2.0,onone software inc. pfp-30001 - photoframe v.3.0 pro - complete product - image editing - 1 user(s) - complete product - standard - pc mac,adobe,,1083.95,148.97
2329,0,153,1409,upgrade 3d for exceed 2007 1u,onone software inc. gpp-55211 - genuine fractals print pro 5 1u,hummingbird communications,,,274.97
2330,1,1285,698,jumpstart 4th-6th grade v 2.0 b43,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,knowledge adventure,,19.99,16.93
2331,0,1081,2968,the sims 2 (mac),software,aspyr media,,49.99,153.99
2332,0,725,1588,civilization iv warlords (mac),warlords iii - darklords rising,aspyr media,,29.99,11.95
2333,0,328,2862,state standards - grade 8,state standards - grade 8,topics entertainment,,29.95,9.49
2334,0,867,1690,century software - tinyterm plus v.4.0 - complete product,98741h mobile phonetools - ( v. 4.0 ) - complete package - 1 user - cd - win,century software,,,18.59
2335,0,1328,2211,nero 8 ultra edition,ahead software 70115 - nero 7 ultra edition enhanced mini pc & home entrmnt soln,nero inc.,,99.95,83.97
2336,0,1322,929,funny faces deluxe,totally spies total swamp romp by brighter minds,fogware publishing,,19.99,19.99
2337,0,1067,431,the print shop 22 sb cs by the print shop,encore inc print shop 22 deluxe,encore software,,,42.69
2338,0,194,1185,procurve manager plus upgrade-,d51rsll-bl ibm websphere portal extend for linux on system z - product upgrade license + 1,hewlett packard,,,111379.3
2339,0,1169,1715,band in a box 2007,h22-01722 microsoft office project server 2007 - media - volume - cd - win - english,pg music inc.,,99,23.48
2340,0,715,2077,steinberg nuendo 3 digital audio software,steinberg wavelab studio 6 audio editing software - competitive crossgrade music production software,steinberg,,2499,199.95
2341,0,19,3025,school zone pencil-pal software big phonics (cd-rom & book),software,school zone interactive,,,621.99
2342,0,947,2542,apple logic pro 7.2 retail,sony creative software vegas43;dvd production suite v.7.0 complete product,apple,,999,262.82
2343,0,141,1418,exceed 2007 with 1yr mnt 1u,panda software upg to gatdef performa 8200 3k0 1yr - uabpgdpcavq,hummingbird communications,,650,139890
2344,0,958,1976,mavis beacon teaches typing 16,mavis beacon teaches typing 16 deluxe,broderbund,,19.99,34.9
2345,0,1281,2348,punch! home design architectural series 4000 v10,punch software 86100 - prof home design platinum v10 sb - win 98 me nt 2000 xp,punch! software,,199.99,84.97
2346,0,395,367,quickstart pc cleaner xp,adobe cs3 design standard upgrade windows,selectsoft publishing,,19.95,413.99
2347,0,314,2881,zipmagic personal edition,quickbooks pro 2007 3 user,allume systems,intuit,19.95,398.99
2348,0,1294,1143,scrabble complete (jewel case),software,encore,,9.99,274.99
2349,0,528,2853,quickbooks pro 2007 for mac (mac),quickbooks pro 2007 3 user,intuit,,199.95,409.52
2350,0,534,1374,learning quickbooks 2007,quickbooks(r),intuit,,39.95,103.99
2351,0,261,1694,procurve mobility manager 1.0 is a plug-in module for procurve manager plus 2.0,j8990a hp procurve mobility manager - ( v. 1.0 ) - license and media - 1 user - win,hewlett packard,,,1525.72
2352,0,1064,2885,backyard sports - backyard basketball and backyard football,backyard soccer mls edition,humongous entertainment,,19.99,8.95
2353,0,22,1322,musicalis guitar workshop,cakewalk guitar tracks pro 3 music production software,global software publishing,,9.99,99
2354,0,192,2620,buku karkuro,motu dp5 software music production software,topware interactive,,19.99,499.95
2355,0,694,104,airline tycoon deluxe,9am-00014 microsoft flight simulator x deluxe edition - complete package - 1 user - pc - d,topware interactive,,19.99,42.79
2356,0,74,440,mac os x server v10.4.7 10-client,apple mac os x 10.4.6 tiger,apple,,499,119.99
2357,0,1243,45,adobe photoshop cs2 fundamental techniques by julieanne kost,22030094 adobe encore dvd - ( v. 2.0 ) - complete package - 1 user - dvd - win - universa,software cinema,,,377.61
2358,1,1129,922,net ad creator,laughingbird the flash ad creator,laughing bird,,39.99,34.99
2359,0,468,2108,cisco security desktop agent ( csa-b250-dtop-k9 ),microsoft microsoft office pro 2004 software suite - mac apple & mac software,cisco systems (ciscopro),,,498.95
2360,0,1146,1276,istopmotion,laser checks for peachtree(r) accounting for windows 8.0-2005,navarre,,39.95,106.29
2361,0,193,2961,backup exec 10d win adv disk v10.1 lic only (e180518),ibm(r) viavoice(r) standard edition 10,symantec corporation.,,983.34,49.99
2362,0,1061,14,wasp barcode fontware w/add-ins,633808063023 wasp bar code fontware - complete package - 10 users - cd - win - english,informatics,,195,154.6
2363,0,488,1754,hollywood volume 1,910443-004-g onweb web-to-host - ( v. 5.1 ) - upgrade license - 1 user - volume - level g ( 3,yamaha,,31.95,60.44
2364,0,278,2270,snap! 1 001 letters (jewel case),onone software inc. gfn-42001 - genuine fractals print pro v.4.1 with nik sharpener pro 2.0 - license - standard - license - pc mac,topics entertainment,,19.95,320.97
2365,0,611,2356,pop-up stopper professional,encore software 32179 - encore kid pix deluxe 4 home edition - complete product - graphics/designing - 1 user(s) - complete product - standard - pc mac,panicware,,29.99,17.97
2366,0,118,1514,crystal reports xi professional edition,crystal reports xi developer edition - business objects - w-1rd-e-wx-00,business objects,,495,
2367,0,1221,317,quickverse mac bible study 2007 gold box,findex.com inc quickverse mac bible study 2007 white box,findex,,349.95,37.18
2368,0,191,1762,high availability requires two livesecurity firesboxes,exmpi550001m1200p exceed 2007 - license + 1 year maintenance - 1 user - win,watchguard technologies inc,,1995,535.08
2369,0,116,286,cook'n vegetarian,yamaha bread best of bread - smart pianosoft,dvo enterprises,,19.99,14.86
2370,0,1136,2320,microsoft office 2004 standard (mac),office mac 2004 - microsoft - 731-01002,microsoft,,399.99,
2371,0,23,1988,the printshop 20 professional publisher,the printshop pro publisher v22 deluxe dvd-rom,broderbund,,69.99,69.9
2372,0,1219,2968,learn to play chess with fritz and chesster (mac),software,viva media,,29.99,153.99
2373,0,552,2834,instant immersion spanish 2.0,instant immersion japanese 2.0,topics entertainment,,29.99,22.43
2374,0,1025,1526,marine aquarium 2.5 virtual undersea paradise win/mac,marine aquarium + sharks (win 98 me 2000 xp),encore software,,19.99,9.95
2375,0,1172,3008,the logo creator (mac),roxio(r) easy media creator(r) 9 suite,laughing bird,,39.99,99.99
2376,0,977,1668,cubase 4 competitive crossgrade,rl296aa red hat enterprise linux ws - ( v. 4 update 4 ) - license - 1 workstation,steinberg (yamaha),,549.99,211.74
2377,0,127,853,pantone reference library,scholar's library: logos bible software 3 on dvd-rom,pantone inc.,,1623.06,472.46
2378,0,1327,275,delorme topo usa mapping software 6.0 east region,delorme mapping topo usa 6.0 west region,delorme,,49.95,43.36
2379,0,861,1753,upgrade crystal reports 11 pro french,6809a-g03-11.0 scansoft paperport - ( v. 11 ) - complete package - 5 users - win - english,business objects,,479.78,421.17
2380,0,747,2980,internet cleanup 3.0,software,aladdin systems,,29.99,46.99
2381,0,326,2206,math missions: the race to spectacle city arcade (grades k-2),encore software 10450 - encore high school advantage v.2007 - complete product - training/wbt - 1 user - complete product - standard - pc,scholastic,,29.95,25.97
2382,1,512,2659,instant immersion spanish deluxe 2.0,instant immersion spanish deluxe 2.0 topics,topics entertainment,,49.99,39.99
2383,0,1098,182,pitstop pro 7.0,onone software qx-tools pro 7 - upgrade,enfocus software,,699,69.17
2384,0,1111,1143,caillou ready for school (pc & mac),software,brighter minds media inc.,,19.99,274.99
2385,0,525,1224,zoo tycoon 2: marine mania expansion,roller coaster tycoon 3 for pc,microsoft,,19.99,29.99
2386,0,1351,1520,dragon naturally speaking standard v9,monarch std (v9.0) retail box - datawatch - fpm32c090-a01,nuance communications inc.,,99.99,
2387,0,398,2769,pokemon team turbo (jewel case),pokemon team turbo,valusoft,,9.99,7.95
2388,0,446,2290,instant play electric guitar (jewel box),encore software 25005 - encore marine aquarium v.2.0 - complete product - screen saver - 1 user(s) - complete product - standard - pc mac,topics entertainment,,6.99,18.97
2389,0,735,589,star wars empire at war (intel only macs),aspyr media inc enemy territory: quake wars,aspyr media,,49.99,47.04
2390,0,1252,932,intervideo dvd copy 5 express,apple final cut express hd 3.5,corel,,29.99,299.99
2391,1,8,1890,mia's math adventure: just in time,kutoka interactive 61208 mia's math adventure: just in time!,kutoka,kutoka interactive,19.99,24.99
2392,0,67,1533,netgear vpn01l vpn client software,prosafe vpn client software single user - netgear inc. - vpn01l,netgear,,89.99,
2393,0,1143,1295,x-plane v8 (mac),laser checks for peachtree(r) accounting for windows 8.0-2005,graphics simulations corporation,,49.99,106.29
2394,0,191,2206,high availability requires two livesecurity firesboxes,encore software 10450 - encore high school advantage v.2007 - complete product - training/wbt - 1 user - complete product - standard - pc,watchguard technologies inc,,1995,25.97
2395,0,331,2464,instant home cooking (jewel case),encore software 10149 - chicken hunter license to grill (win 98 me 2000 xp),topics entertainment,,9.99,7.69
2396,0,139,3001,adobe creative suite cs3 design premium upsell [mac],adobe creative suite 3 web standard - complete package - academic - cd - mac,adobe,,1599,369
2397,0,986,2184,apple remote desktop 3 unlim managed systems,apple mac os x server tiger - unlimited apple & mac software,apple,,499,998.95
2398,0,492,45,serious magic ultra2 master sets library 2 ( windows ),22030094 adobe encore dvd - ( v. 2.0 ) - complete package - 1 user - dvd - win - universa,serious magic,,276.5,377.61
2399,0,922,814,dance 6,various artists hudson music classic solos and drum battles - vol. 2 - dvd,digital leisure inc.,,39.95,22.13
2400,0,563,1653,exchange svr ent 2007 x64 eng dvd 25 clt,emc auth mgr mnt entupg/std 18m per/u 50005-100000u - aut0100000us18,microsoft,,11318.25,13
2401,0,49,772,reference success deluxe 2006,topics entertainment 80796 - topics math success 2007 deluxe for windows - educational software - pc,topics entertainment,,49.95,33.97
2402,0,987,766,time money & fractions grades 1-2,encore software 10443 - elementary school advantage 2007 - win 98 me 2000 xp,school zone,,9.99,26.97
2403,0,594,1901,apple .mac 4.0 online service family pack,vp-wf04-00s1 kofax virtualrescan plus upgrade kit - ( v. 4.0 ) - complete package - 1 user,apple,,179.95,879.93
2404,0,449,1905,zonealarm firewall pro 5 (free upgrade to new version),symantec 10517904 - client security v.3.1 business pack - complete product - internet security - 50 user(s) - complete product - standard - pc- free shipping,zone labs,,,1895.97
2405,0,774,2108,microsoft excel 2004 (mac),microsoft microsoft office pro 2004 software suite - mac apple & mac software,microsoft,,229.99,498.95
2406,0,1217,808,calculation skills v1 add & sub - basic - core learning,tri synergy inc test & improve your memory - scientific brain training,sos aggregation company,,,24.31
2407,0,44,1624,instant immersion language lab deluxe edition,instant immersion italian audio (audio book),topics entertainment,,,19.95
2408,0,1179,1129,photoframe pro 3.0 1u,photo explosion deluxe(r) 2.0,onone software,,,49.99
2409,0,316,1186,f-secure internet security 2007 - 3 pcs,kaspersky(r) internet security 6.0,global marketing partners,,79.99,76.99
2410,0,491,611,webobjects 5.2,adobe systems inc flash remoting 1.0 (net&java 2)(2 users),apple,,699.95,1928.09
2411,0,1252,2528,intervideo dvd copy 5 express,intervideo windvd 8 platinum (pc),corel,,29.99,59.99
2412,0,738,2977,diner dash (pc & mac),adobe flash cs3 professional - complete package - 1 user - academic - cd - windows,brighter minds,,14.99,229
2413,0,1237,848,peachtree by sage complete accounting 2007,sage (ptree) premium accounting accountants edition 2007,sage software,,269.99,492.01
2414,0,143,62,adobe acrobat distiller svr v6-cd linux u/u ( 42050142 ),23500195dm adobe incopy cs3 - ( v. 5.0 ) - media - tlp tlp nonprofit - dvd - win - univers,adobe systems,,,18.88
2415,0,761,1854,battlefield 1942: deluxe edition,p72-00473 microsoft windows server enterprise edition - license & software assurance - 1 u,electronic arts,,29.99,3282.33
2416,0,284,2292,sibelius 5 educational edition,sibelius groovy music teaching software music production software,sibelius software ltd.,,329,59.95
2417,0,1132,1288,appleworks 6.2.9,peachtree(r) compatible continuous forms-accounting for windows 8.0-2004 version,apple,,79,241.99
2418,0,401,974,backyard skateboarding,brighter minds backyard sports,atari,,,19.99
2419,0,638,1677,microsoft virtual pc for mac 7.0 with windows xp home,1460 vcom systemsuite professional - ( v. 7 ) - complete package - 1 user - cd - win,microsoft,,219.99,36.93
2420,0,1065,2952,family tree maker version 16 collectors edition sb cs,family tree maker deluxe 11.2,encore software,,99.99,69.97
2421,0,734,2763,illustrator cs3 13 mac ed 1u,onone software inc. gfs-50211 - genuine fractals 5 full 1u,adobe education box,,199,148.97
2422,0,476,2369,sound studio 3: record edit add effects to audio (mac),adobe soundbooth cs3 audio editing software - windows music production software,freeverse software,,79.99,198.95
2423,0,367,568,jumpstart advanced 3rd grade v2.0,topics entertainment instant play keyboard v2.0,knowledge adventure,,19.99,17.55
2424,0,436,1859,winway resume deluxe 11.0 network 10,2013001000122 details - ( v. 3.0 ) - complete package - 1 user - cd - win - english,nova development,,,290.21
2425,0,84,860,x3: reunion - virtual programming ltd.,synet electronics inc. synet pc sharing kit(w/17ft usb ext.cable),csdc,,39.95,26.14
2426,0,369,1094,microsoft powerpoint 2004 upgrade (mac),software,microsoft,,109.99,736.95
2427,0,999,1090,norton internet security 2008 10 user,ibm(r) viavoice(r) pro edition 10,symantec,,199.99,179.99
2428,0,699,1236,world of warcraft expansion: burning crusade,peachtree(r) complete iii,blizzard entertainment,,39.99,199.99
2429,0,1293,2047,scrabble with bonus clue,encore software 11611 - scrabble with bonus clue sb cs by hasbro,encore,,19.99,17.97
2430,0,599,1158,microsoft office 2004 professional (mac),microsoft(r) office word 2004 for mac full version,microsoft,,499.99,231.29
2431,0,142,1764,ca brightstor arcserve backup r11.1 for netware tape library option - service pack,babnbr1111s05 brightstor arcserve backup tape library option for netware w/sp1 - ( v. 11.1 ) -,computer associates,,,643.42
2432,0,608,1189,adobe creative suite cs3 design standard upgrade,adobe creative suite 3 (cs3) design premium upgrade - mac,adobe,,399,569.97
2433,0,671,2659,instant immersion german v2.0 (pc & mac),instant immersion spanish deluxe 2.0 topics,topics entertainment,,29.99,39.99
2434,0,470,33,pro photo essentials plug in suite & iview mediapro 3,c6q-00002 microsoft digital image suite plus - complete package - 1 pc - cd-rom (mini box),onone software,,499.95,93.33
2435,0,1078,232,captain america the complete comic collection win/mac,roy book binder homespun blues by the book - two-dvd set,git corp,,49.95,36.67
2436,0,810,1186,macjournal v4 (mac),kaspersky(r) internet security 6.0,csdc,,39.95,76.99
2437,0,52,3025,instant home design (jewel case),software,topics entertainment,,9.99,621.99
2438,0,1236,2069,gsp greatest moments of our time,make finale 2006 software music production software,global software publishing north america inc,,9.99,424.95
2439,0,688,2974,global software smart steps 1st grade ( windows macintosh ),adobe creative suite 3 (cs3) design suite standard upgrade (upsell) - mac,global software,,,859.96
2440,0,403,2113,vivaldi's musical adventure pod,the city of prague philharmonic peter deneff yamaha - 504168 - the godfather trilogy - smart pianosoft,fogware publishing,,9.95,18.5
2441,1,994,797,logic pro 6,apple software t9163ll/a logic pro 6,apple,apple software,999.99,809
2442,0,934,339,rome total war gold edition,destineer rise of nations gold edition,sega of america inc.,,19.99,45.99
2443,0,1199,1638,tune tools for ipod (win/mac),listen for ipod - magnetic time (win 2000 xp),valusoft,,19.99,39.99
2444,0,133,2968,snap enterprise data replicator advanced license for 10000 series,software,adaptec,,,153.99
2445,0,1003,2380,reel deal slots 2.0 for pc,punch software 13100 - punch! ultimate deck & landscape - complete product - creativity application - 1 user(s) - complete product - standard - pc,phantom efx,,9.99,29.97
2446,0,791,969,hoyle solitaire (jewel case),freeverse burning monkey solitaire 4.0,encore,,9.99,24.95
2447,0,704,2762,family tree maker 2008 platinum,encore software 10881 - family tree maker version 16 standard sb cs by family tree maker,encore,,99.95,42.97
2448,0,812,2288,mavis beacon 17 standard,encore software 10485 - encore printmaster v.17.0 platinum - complete product - creativity application - 1 user - complete product - standard - pc,encore software,,19.95,33.97
2449,0,179,2973,ca arcserve bkup r11.5 win dro sp1 prod only,microsoft(r) windows(r) xp professional edition with sp2,computer associates,,,199.99
2450,0,64,1413,kids power fun for kids,kids power fun for girls,topics entertainment,,19.99,15.9
2451,0,837,159,iplaymusic beginner guitar lessons for the mac and ipod,kevin burke homespun learn to play irish fiddle lesson one - polkas jigs and slides,iplaymusic,,49.99,22.13
2452,0,1349,2977,flash remoting 1 alp ret eng cd 2u,adobe flash cs3 professional - complete package - 1 user - academic - cd - windows,adobe,,3314.09,229
2453,0,741,1224,rollercoaster tycoon 3: soaked,roller coaster tycoon 3 for pc,aspyr media,,19.99,29.99
2454,0,646,1993,3d home architect home design deluxe version 9,encore software 13921 - 3d home architect home design deluxe version 9,encore,,29.99,25.97
2455,0,292,1527,namco museum 50th anniversary collection,encore inc 28453 midway arcade treasures win 98 me 2000 xp,namco video games,encore inc,19.99,19.38
2456,0,1115,1500,emedia print music 2006 win/mac,emedia rock guitar method (win 95 98 me nt 2000 xp/mac 8.0),makemusic!,,69.99,39.15
2457,1,73,1525,snap! 10 000 drink recipies (jewel case),10000 drink recipe - snap,topics entertainment,,4.99,8.95
2458,0,1263,1011,punch! home design architectural series 18,punch software 83100 - punch! home design architectural series 3000 v 10 (win 98 me nt 2000 xp),punch! software,,129.99,124.97
2459,0,1322,793,funny faces deluxe,onone software genuine fractals print pro software,fogware publishing,,19.99,269.99
2460,0,916,599,instant play guitar deluxe v2.,knowledge adventure inc. jumpstart advanced preschool v2.0,topics entertainment,,39.48,16.93
2461,0,258,1819,microsoft visual studio team edition for software architect 2005 with msdn premium,124-00458 microsoft visual studio team edition 2005 for software developers - complete pac,microsoft,,5479,5159.29
2462,1,737,359,mariner calc speadsheet (mac),mariner calc spreadsheet software,mariner software,,59.99,52.99
2463,0,1276,1157,black & white platinum pack (mac),printmaster(r) platinum 16,feral interactive,,29.99,39.97
2464,0,95,1027,autocad 2007 courseware customizing the interface,ibm websphere development studio client advanced edition for iseries - ( v. 7.0 ) - media,autodesk psg,,47.95,108.95
2465,0,1265,2259,wingnuts 2 (mac),encore software 10546 - encore tlc star flyers 2nd grade learning system 2007 - complete product - educational - 1 user - complete product - standard - pc mac,freeverse software,,29.99,17.97
2466,0,473,2376,ae outlook 2007 win32,microsoft b21-00806 ae mappoint 2006 cd,microsoft corp,,,50.39
2467,0,930,2968,bias peak pro 5 ( macintosh ),software,bias,,599,153.99
2468,0,301,2318,broderbund printmaster platinum 16.0,cisco ciscoworks v.6.1 for windows - upgrade - cww-6.1-win-mr,encore software,,39.99,225
2469,0,1331,2968,make music allegro 2007 labpack - 5 user,software,makemusic!,,375,153.99
2470,0,193,1360,backup exec 10d win adv disk v10.1 lic only (e180518),freeverse software 010 - wingnuts 2 - mac 9.1-9.x 10.1 or higher,symantec corporation.,,983.34,26.97
2471,0,1242,2977,adobe acrobat standard 8.0,adobe flash cs3 professional - complete package - 1 user - academic - cd - windows,adobe,,449.99,229
2472,0,710,498,learn to play chess with fritz & chesster 2 (mac),viva media llc learn to play chess with fritz & chesster,viva media,,29.99,26.14
2473,0,190,2980,isi researchsoft reference manager 11 - single user,software,isi researchsoft,,299.99,46.99
2474,0,1096,1026,punch! master landscape & home design,punch software 41100 - punch! home design architectural series 18 - complete product - architectural - 1 user(s) - complete product - standard - english - pc,punch! software,,59.99,112.97
2475,0,969,3034,didi & ditto: kindergarten win/mac,jumpstart(r) advanced 1st grade,kutoka,,19.99,19.99
2476,0,859,784,punch! ultimate deck and landscape,punch software master landscape professional & home design v 10.0,punch! software,,29,69.99
2477,0,605,213,corel ventura 10 dvd,symantec norton anti-virus v.10 mac,corel,,699,64.99
2478,0,1047,2467,the print shop 21 standard by broderbund,encore software 10032 - the print shop 21 essentials by broderbund,encore software,,,17.97
2479,0,1203,2025,math success deluxe 2008,math success deluxe 2006,topics entertainment,,49.99,12.9
2480,0,453,45,brainfood games cranium collection 2006,22030094 adobe encore dvd - ( v. 2.0 ) - complete package - 1 user - dvd - win - universa,encore software,,19.99,377.61
2481,0,1064,2800,backyard sports - backyard basketball and backyard football,season ticket football 2003,humongous entertainment,,19.99,9.95
2482,0,1278,1022,punch! 5 in 1 home design,punch software 35100 - punch! home design suite professional - complete product - architectural - standard - 1 user(s) - complete product - pc,punch! software,,39.99,59.97
2483,0,396,2496,crayola first ladies costume maker,stationery design studio (win 98 me 2000 xp),encore software,,19.95,19.99
2484,0,751,721,circus ponies-notebook 2.0 mac os,711-00011 microsoft entertainment pack - ( v. 2.0 ) - complete package - 1 user - pc - cd,csdc,,49.95,23.57
2485,0,843,784,punch! professional home design platinum v10,punch software master landscape professional & home design v 10.0,punch! software,,99,69.99
2486,0,361,2023,national geographic photo gallery (jewel case),national geographic: forces of nature,topics entertainment,,9.99,12.9
2487,0,1068,2315,portfolio 8 stand-alone 1-usr boxed,systran - boxed b67-1-enwdvd7,extensis,systran - boxed,,401.8
2488,0,679,318,lego star wars (dvd) (mac),aspyr star wars battlefront mac os x,aspyr media,,29.99,45.99
2489,0,1,1759,ca international - arcserve lap/desktop oem 30pk,bu24a600000 emc insignia retrospect desktop - ( v. 6.1 ) - upgrade package - 2 clients - cd,computer associates,,,51.85
2490,0,30,730,adobe fireworks cs3 [mac],38039926 adobe fireworks cs3 - complete package - 1 user - cd - mac - universal english,adobe,,299,322.08
2491,0,1015,296,punch super home suite 3.0,super collapse! 3,punch! software,,49.99,22.99
2492,0,964,1801,computrace lojack for laptops: 1 year subscription,exmpi556001m1200p exceed powersuite 2007 - complete package + 1 year maintenance - 1 user - win,absolute software,,49.99,525.45
2493,0,185,1156,iremember digital scrapbooking 2.0,adobe(r) photoshop(r) 7.0 upgrade for pc,intriguing development,,39.95,679.99
2494,0,278,1859,snap! 1 001 letters (jewel case),2013001000122 details - ( v. 3.0 ) - complete package - 1 user - cd - win - english,topics entertainment,,19.95,290.21
2495,0,334,1377,transfer my dvd,one-write(r) plus compatible laser checks,avanquest,,29.95,106.29
2496,0,1330,2746,northstar for pc/mac,jumpstart advanced 2nd grade (pc/mac) knowledge adventure,true north technology inc.,,99.99,19.99
2497,0,898,2469,monopoly here & now,encore software 11180 - monopoly here & now - win 98 me 2000 xp,encore,,19.95,18.97
2498,0,1238,2217,audio success series: winning strategies,adobe audition 2.0 audio production software - educational discount audio software for video,topics entertainment,,,148.95
2499,1,448,2083,x-oom mp3 radio recorder ( windows ),mp3 radio recorder for ipod,x-oom,,,22.9
2500,0,635,970,adobe flash pro cs3 [mac],adobe photoshop cs3 for mac,adobe,,699,609.99
2501,0,526,2167,learning company kid pix deluxe 4,smart-sound sonicfire pro 4 corporate edition - windows xp audio software for video,encore software,,19.99,448.95
2502,0,393,1693,world history (win/mac) (jewel case),22002170 adobe acrobat standard - ( v. 8.0 ) - complete package - 1 user - cd - win - can,fogware publishing,,9.99,295.25
2503,0,1217,772,calculation skills v1 add & sub - basic - core learning,topics entertainment 80796 - topics math success 2007 deluxe for windows - educational software - pc,sos aggregation company,,,33.97
2504,0,614,297,entertainment partners budgeting (mac),entertainment partners ep budgeting for film academic,entertainment partners,,699,164.99
